Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
177503385791052,Mariano Agustín Escobar,Mariano Agustín Escobar,1126,5
1452203061675645,JSP Medios,JSP Medios,1125,28
223510551402671,"GPS Politics, Mapas y estadísticas electorales",Luis Daniel Calzada,1116,8
1726263860961341,Observatorio de la Laguna,Observatorio de la Laguna,1115,10
100290215079895,Monica Escalera,Monica Escalera,1113,10
856968914466236,La Agenda Pública,La Agenda Pública,1111,1
109562964000467,Por una mejor CDMX,These ads ran without a disclaimer,1111,1
628482797517617,Democracia Moderna,Democracia Moderna,1111,1
905324146270805,Carlos Quintana,Tropa Marketing,1110,1
114643494909381,Bachillerato en 4 meses SEP,Unidev Universidad SC,1107,27
454286751428813,Rafael Navarrete Quezada,Rafael Navarrete Quezada,1106,4
455584087798414,Agendahidalguense,Emilio López Peña,1104,6
164602116035,Cuautla Hoy,Cuautla Hoy,1103,58
295040463979707,Revista Malinali,Jorge Guillermo Correa Pacheco,1101,6
104394017602171,Noticias Enfoque,Noticias Enfoque,1100,1
750137935064801,Por REYES sí.,Reyes Galindo,1100,5
358839451357505,Armando Reyes Ledesma,Armando Reyes Ledesma,1100,4
287498251423147,Rudolph y De Regil,Rudolph y De Regil,1098,3
103806271826947,Monica Cruz Oficial,Brenda Ivonne Gonzalez Romero,1095,2
101286431308424,Dr. Paco Sánchez,Dr Paco Sánchez,1093,7
263982217595840,El Clarinete,Aldo Fabrizzio Viay Danielli,1092,1
1935870343195560,Morena Distrito SIETE Hidalgo,Francisco Patiño Cardona,1091,9
101561151666372,Acento News,Acento News,1089,2
1783906608560177,Pinvax,Francisco López Ostendi,1087,3
107725744610004,Sofia Castro,Estudio Bocadillo,1086,6
339348456857,Última Palabra,Ultima Palabra,1085,4
101838023248031,Pulso Sur Noticias,Pulso Sur Noticias,1084,8
139140849444580,México Hoy,México Hoy,1083,3
110532331498255,Felipe Pacheco Sansores,Felipe Pacheco Sansores,1083,5
335611129797038,El Heraldo de Aguascalientes,El Heraldo de Aguascalientes,1080,5
101243359536311,Preparatoria en línea SEP desde casa,UNIDEV Universidad SC,1079,20
116678371399741,Mónica Chávez Durán,Mónica Chávez Durán,1076,7
152877984781441,PARTIDO DEL TRABAJO ENSENADA,Partido del Trabajo Ensenada,1072,9
108917220989534,Fernando Ferrer,Fernando Ferrer,1070,5
103015230053025,Chiapas Informado,Chiapas Informado,1067,1
110076345364968,Pau Peniche,Pau Peniche,1062,6
102640044973992,Lalo Olguín,Lalo Olguín,1062,15
473280473089704,Aurelia Leal López,Juan Francisco Cazarez Buelna,1062,7
101988355020626,Escritura tu casa Naucalpan,Daniel Montiel Luna,1059,1
112860341627608,Vecinos Unidos,Vecinos Unidos,1057,5
109637497566542,DataMind,DataMind,1056,2
102914624686560,Viral Pedro Manuel Galarza,Pedro Manuel Gil Galarza,1056,8
121635793088977,El Golfo Noticias,El Golfo Noticias,1050,7
102353627980078,Del Merito Ags,Del Merito Ags,1050,3
239748533039750,PT Tlaxcala,Partido Del Trabajo Tlaxcala,1050,3
102048495796074,El Río Suena,El Río Suena,1048,6
1035346796611838,Roberto Espinoza,Roberto Espinoza,1043,2
110964721419254,Observatorio Legislativo,Observatorio Legislativo,1034,8
772916632876835,Instituto Nacional de Estandarización y Certificación,Instituto Nacional de Estandarización y certificación,1033,1
437616359600178,Fernando Garza Martinez,Alfonso Adrian Garcia Sevilla,1030,2
110311581706600,El Nuevo Fosfo León,El Nuevo Fosfo León,1028,2
199145003957951,Arturo Martínez Núñez,Arturo Martínez Núñez,1028,1
1815088522093467,Favio Castellanos,Favio Castellanos Polanco,1027,4
115692301140359,Brocca,Brocca Comunicación Política,1026,2
266600113356381,ISJU,Instituto Sinaloense de la Juventud,1025,8
108856634694156,Universidad Digital por Competencias,These ads ran without a disclaimer,1024,3
109776824260591,Academia de Lenguas Extranjeras,These ads ran without a disclaimer,1023,1
106926388587850,elcuartopoder.mx,elcuartopoder.mx,1023,32
1505586176359766,Marco Polo Carballo,Marco Polo Carballo,1022,4
111694797231735,Marco Gallegos Galván,Marco Gallegos,1020,1
110611654146071,Gerardo Corona,Gerardo Corona,1018,4
194678501213678,Karla Mézquita Tadeo,Karla Mézquita Tadeo,1017,2
138813812948822,Rosa Lilia Torres- Noticias,Rosa Lilia Torres Inzunza,1016,9
532744840080591,Coatza Hoy,Coatza Hoy,1015,1
100831695868009,Escarabajo Informativo,Escarabajo Informativo,1005,19
891972650989331,Acapulco Revista,José De la Paz Pérez,1002,33
553137218044181,AXA,These ads ran without a disclaimer,1002,2
1687549091352907,Genaro Vazquez,Genaro Vazquez,1000,2
535461757406659,El Dictador Noticias,El Dictador Noticias,1000,1
139767742461,Manuel Velasco Coello,Luis Humberto Morales Paniagua,1000,1
2110198899240334,Tomás Zapata Live,Tomás Zapata Live,1000,4
359279754116464,Carolina Viggiano,Alma Carolin Austria Viggiano,1000,1
302556370525000,Púrpura Analytics,Púrpura Analytics,1000,2
102467026141414,Playas Mexico,Maria Rosa Uribe,1000,1
857608504308460,Toño Gutiérrez Jardón,Jose Antonio Gutierrez Jardon,1000,5
851861834882932,Julia Jiménez,Mery Alejandra España Orozco,1000,1
354807834533037,Mauro Guerra Villarreal,MAURO GUERRA VILLARREAL,1000,1
117489783437072,Rodrigo Murillo,Rodrigo Murillo Ulloa,1000,1
534690453306306,DIF Guadalajara,DIF Guadalajara,1000,1
124168983922173,Axolotl,Maria Rosa Uribe,1000,1
108707441713582,Entérate,Enterate,1000,2
110546758266506,Tiempo informativo,Tiempo informativo,1000,1
279883823182,Noticias San Luis Potosí,Noticias San Luis Potosí,1000,1
267560693897156,Sagrario Guzmán,Elizabeth Guzmán Ureña,1000,1
106173512327089,Sí di,Sí di,1000,1
116169036457249,Roman Cota,Roman Cota Muñoz,1000,1
109796011267751,Tlalnepantla Morena,Tlalnepantla Morena,1000,1
2421957331206243,La sobremesa queretana,La Sobremesa Queretana,1000,1
701065793348158,Zona Cero Noticias Edomex,Hernesto Coello Hernandez,1000,2
105463008634060,Karen Quiroga,Karen Quiroga,1000,2
273255793312747,EL INFORMANTE Edo Mex,EL INFORMANTE México,1000,1
113684632653546,Aguascalientes de Mexico,Aguascalientes de Mexico,1000,1
110386858487415,Transformación Magisterial,Oscar David Garcia Alarcon,1000,1
110037035281510,PRD Ciudad de México,PRD Ciudad de México,1000,1
182850088467637,Marcos Isleño,Francisco Antonio Fernandez Castillo,1000,1
109803238231192,Falsas Máximas,Falsas Máximas,1000,1
120270407711706,Noticabo BCS,These ads ran without a disclaimer,1000,1
511510292199221,Hora Cero Web,Editora Hora Cero SA de CV,1000,1
237554383064622,Bizner,SOFT N STUFF,1000,1
111212716924467,Unidad de Gestión Centro Histórico SLP,Unidad de Gestión Centro Histórico SLP,1000,1
595551517591893,Irma Garay Loredo,Irma Garay Loredo,1000,2
111219291723377,Ayuntamiento de Gómez Palacio,Roberto Rodríguez Madrid,1000,1
102487959353486,Para el Bajío es ella,These ads ran without a disclaimer,1000,1
246251215410203,PRI Durango,Jose Aurelio Vargas Sandoval,1000,4
103815765038167,Lorena Sanchez Vargas,These ads ran without a disclaimer,1000,1
358304711291549,Senadores Morena,Senadores Morena,1000,1
234134579963795,Víctor Torres López,Víctor López,1000,1
105324158951762,Morena TV,Morena TV,1000,1
279812220541657,David Martínez Mendizábal,David Martínez Mendizábal,1000,3
1692954010920285,Partido Verde Piedras Negras,Partido Verde Coahuila,1000,1
638521479597435,Pedro Martínez Ponce,Pedro Martinez Ponce,1000,2
109894595389234,Capital Capital,Maria Rosa Uribe,999,1
106444028015350,Institute for the Future of Education,Instituto para el Futuro de la Educación,999,1
102849895453455,El nacionalista,Rene Mejia Torres,999,2
292278160855310,Palco Noticias,Palco Noticias,998,2
101166932215045,Tere Erives,Tere Erives,998,10
304633863283188,FNSI México,FNSI México,998,5
107916651658142,Ayuntamiento La Independencia 2021-2024,Ayuntamiento La Independencia 2021-2024,997,1
101056665941565,Lucero Santana,Lucero Elizabeth Santana Perez,996,5
1844325065852203,Fondo Plata Zacatecas,Fondo Plata Zacatecas,995,6
107674698244753,In-Pacto Noticias,In-Pacto Noticias,994,1
100882302439369,Camino Informativo,Camino Informativo,994,6
103426025921462,La Sultana Informa,La Sultana Informa,994,3
279128372120983,PACHUCA INFORMA,PACHUCA INFORMA,990,5
106369315680630,Redactor,Redactor,990,12
103230634906476,Gabriel López Carrillo,Jesus Fabian Piña Talavera,988,7
117026864649350,Morena Cadereyta,Morena Cadereyta,985,4
1971015636323729,El Objetivo Regional,Federico Lagarda Ibarra,984,2
100177462465500,Escuela de Estudios Ambientales,These ads ran without a disclaimer,980,2
660391554433548,Cristina Ibarra,Cristina Ibarra,980,5
2023599817873318,Vladimir Parra,Vladimir Parra,978,19
109586880724431,Info Quintana Roo,Info Quintana Roo,977,11
105449498268490,Préstamos vía nómina,Herminia Contreras Aldana,975,2
771067819609914,Edurne Ochoa,Edurne Ochoa Ledesma,972,1
2321331638145287,Christian Quintana,Christian Quintana,968,34
108134058631885,Tlalpan en la Red,Tlalpan en la Red,964,1
103778518770934,Paulina Aguado Romero,Paulina Aguado Romero,962,7
489123151148189,"Municipio de Guadalupe, Nuevo León",Maria Cristina Diaz Salazar,960,4
105196887976191,Gerardo Ramírez Salazar,Gerardo Roberto Ramirez Salazar,958,4
115845116459244,Quintana roo Urbano,Quintana Roo urbano,958,5
102102971215065,FP Noticias,FPNoticias,950,4
910268985780024,Municipios Durango,Municipios Durango,948,28
819377298141581,Marco Fuentes,Marco Fuentes,946,4
2271176223117069,Proyecto Sardina,Proyecto Sardina,943,6
974781059389166,Centro Óptico Especializado.,These ads ran without a disclaimer,938,2
112157905031548,Apoyo Regio,Apoyo Regio,936,3
147380582606513,Marco Valencia,Marco Valencia,935,4
110402150604275,Así La República,Así la República,932,3
877270302318917,Miroslava Sánchez Galván,Partido del Trabajo de México,921,2
959213044118455,Cecilia Patrón Laviada,Cecilia Patrón Laviada,920,4
108010308638431,Javier Solís Hernández,Javier Solis Hernandez,916,5
105018221826476,Reclutamiento Express Tres Fronteras Juárez,These ads ran without a disclaimer,913,1
182050745701531,Microgreens FLN,Karla Patricia Garcia Cabello,912,2
103395775997425,Prepa en Linea desde casa SEP,UNIDEV Universidad SC,912,24
108092945550211,Top Campeche,Top Campeche,911,3
1002570673096480,Jurídico Valle De México,Jurídico Valle De México,910,12
104866149061680,Colectivo Mexicano,Colectivo Mexicano,909,7
102457372774381,Nubia de la Rosa,Nubia De La Rosa,907,3
101506985193828,"Perfil, Revista Social Política",Juan Manuel Gonzalez Molina,906,3
1318179098229664,Instituto de Desarrollo y Formación Social,Instituto de Desarrollo y Formación Social,905,5
114034203714090,Grupo DAHF Seguridad,These ads ran without a disclaimer,903,3
143513225844753,Hugo Rangel Vargas,Hugo Ernesto Rangel Vargas,902,4
108179586301022,Luis Alberto Sosa Castillo,Luis Alberto Sosa Castillo,901,3
1862694870637618,Radio SME,Radio SME,901,2
504790099952655,Bennelly Hernández,Bennelly Jocabeth Hernandez Ruedas,901,8
105053505284272,Christian Orihuela,Christian Orihuela,900,9
109669681256009,Somos del Sur NL,Somos del Sur NL,900,2
618924621475292,La Bestia Grupera Morelos,La Bestia Grupera Morelos,900,4
507955652619358,3 Minutos Informa,3 Minutos Informa,900,6
178794782212537,Roberto Cabrera Valencia,Roberto Cabrera Valencia,900,8
808584189521723,Adriana Morales,Adriana Morales,900,4
1292423584107626,Ana Maria Lopez Hernandez,Juan Sánchez,900,4
711119489013117,Chuy Dueñas,Jose de Jesus Dueñas Garcia,900,3
148803438464663,MNoticias,MNoticias,900,4
2114365475499998,Rafael Johnvany Rivera López,Rafael Johnvany Rivera López,900,5
104726975674582,Fitmacouple,Cardenas Lopez Jose Luis,895,4
111747610668938,Nota Online.,Nota Online.,895,3
425150540902601,Maya Sin Fronteras,Graciela Machuca Martinez,892,10
606485553340465,Alternancia,Alternancia,890,9
319381735430226,Prepa México Ciudad Valles,Alberto Mendez Martinez,889,1
286853966464287,Juan Carlos Velasco Procell,Juan Carlos Velasco Procell,887,3
105182528447528,DOMY,Suri Luar Corona Lira,885,7
146804322468755,Daniel Carrión,Daniel Carrión,883,1
105223728380229,Preparatoria -Abierta o Escolarizada,Belinda Guadalupe Noriega Escobar,882,8
1587273468223028,Misaj Becerra,Misaj Gonzalez Becerra,880,2
109634395756375,Save the Children México,These ads ran without a disclaimer,879,1
1095948597209125,Grupo Financiero Banorte,These ads ran without a disclaimer,877,3
164373266931161,Máspormás,Máspormás,872,7
105071185090292,Vecinos coacalco,Brocca,872,2
100990812585535,Servicios Médicos Veterinarios Durango,Servicios Médicos Veterinarios Durango,872,2
1635547433336430,En Vivo Durango,Hector Andres Soto Hernandez,869,12
858032527584472,Hiram Rodriguez L,Hiram Rodriguez L,865,14
103984998232953,Dino Madrid,Enedino Sanchez Madrid,863,5
106026761984289,César Erwin Sánchez Coria,Nodo Lab,855,3
110830261589525,Movimiento Nativo Américano de Mexico,These ads ran without a disclaimer,852,1
628850123893069,Fuerza Política,Fuerza Política,850,4
1609872885923314,"Autismo: Diplomados, Cursos y Conferencias",Leticia Colina Escalante,849,4
237768063061149,Reynera,These ads ran without a disclaimer,847,1
493118031429184,Jacobo Babun Moreno,Jacobo Babun,844,16
106338501265771,La punta y el iceberg,La punta y el iceberg,840,3
506995653132449,Rodrigo Cabañas,Rodrigo Ivan Cabañas Patiño,840,1
105307235166074,Miriam Martínez Sánchez,Miriam Martínez Sánchez,840,2
109231571984405,Accelera,These ads ran without a disclaimer,838,9
1832400480324554,Risa Política,The Financial Femme,836,2
110608528641560,Periódico Córrela,Guillermo Hernández Zavala,830,13
641245122583059,Soledad Luévano,Soledad Luévano,828,5
100379829591503,Futurhoy,Futurhoy,821,2
1584591361783416,Sesul Bolaños,Oscar Mario Martinez Morales,816,3
341678115934136,Movimiento Ciudadano Estado de México,Video Político,814,1
2291772941138531,Alex Gamiño,José Luis Reyes Yarzabal,814,6
558337647622081,Frecuencia.Mx,Editorial Frecuencia,811,8
341010736546111,Morena Filial Acuña,These ads ran without a disclaimer,810,2
106028654283325,SíMiPlaneta,These ads ran without a disclaimer,809,1
184938081559183,Niasa México,These ads ran without a disclaimer,807,1
106771391872401,H. Ayuntamiento de Huatusco 2022-2025,Grupo Comercial Saltamontes,806,20
112280553777570,PRD Calimaya Comité Municipal,PRD Calimaya Comité Municipal,805,3
118092544517718,POSTA Durango,Klave Media SAPI de CV,800,2
107115547546756,Noticias en Contexto,Noticias en Contexto,800,5
104711288260927,El sendero de la destransformación,Sendero de Transformación,800,1
554245021389790,José Guzmán Chi,José Guzmán Chi,800,4
354707301606133,Anita Gonzalez,Ana Isabel Gonzalez Gonzalez,800,2
212531935475293,Guz Guevara,These ads ran without a disclaimer,800,1
1341337236012825,Deochonews,Deochonews,800,4
1990391054542874,Tirzo Raúl García Sandoval,Tirzo Garcia Sandoval,800,5
520490721337603,88.5 Buenisiima Cuernavaca,88.5 Buenisiima Cuernavaca,800,4
1075423372514320,Ramón Vázquez Valadez,Ramon Vazquez Valadez,800,4
1020278408036489,Noches de Box de LC Promotions,These ads ran without a disclaimer,800,1
106528952132176,RS24,RS24 En Unidad por Morelos A.C.,800,6
101773832011410,Centro Universitario México SEDE Zihuatanejo Oficial,These ads ran without a disclaimer,800,1
140020328212649,Sonora Informativo,México Informativo,800,1
109016488687744,Información Digital Política,Información Digital Política,799,11
100867972466360,Responsabilidad Civil Daño Moral,Spin BD,797,2
449826645204543,Revista etcétera,Orquídea Fong Varela,796,1
251441461671918,Igualdad Animal México,Respeto e Igualdad Animal A.C.,796,10
106037935750658,Preparatoria Unidev desde casa,Unidev Universidad SC,795,25
1761463094141030,Mónica Lucía,Mónica Lucia González de Montaño,794,2
1048508588499422,Glen V. Zambrano,Glen V. Zambrano,794,2
106026657916240,La Jornada Estado de México,David Gonzalez,793,1
1199237013555477,Juan Carlos Valencia Vargas,AQUATOR Consultoría y desarrollo de infraestructura S.A. de C.V.,792,3
842097955838594,Ruth Olvera Nieto,Ruth Olvera Nieto,792,16
401586323202696,Karina Barrón,Karina Barrón,792,4
100181445177820,La Jornada Hidalgo,David Gonzalez,791,1
257082374411454,eltrochilero.com,Isaías León Monroy,790,2
103778569311590,Mucho Yucatán,Mucho Yucatán,787,3
113739333765253,Michel Sánchez Allende,casa creala,785,3
112767114638375,DivaFintech,These ads ran without a disclaimer,784,1
164802676883511,Fiscalía General del Estado de Tabasco,Daniel González,780,1
142237832852101,Manuel Rude García,Manuel Rudecindo Garcia Fonseca,780,2
381087842366795,Mario López,Mario López,778,3
1676128462664093,PAN Puebla,TrifoliaMedia,774,4
102950168111617,Día al Día Nuevo León,Día al Día Nuevo León,770,1
131213982452475,Preparatoria SEP en 4 meses,Unidev Universidad SC,769,14
366120803842355,FaroDigital.com.mx,FaroDigital.com.mx,765,9
105084060977192,Rosa María Hernández Espejo,Rosa Hernández Espejo,763,10
103188645496211,Progresando En Mexico,Yo Trabajo Bien,762,1
102163012756227,Ana Eugenia Patiño,Ana Eugenia Patiño,757,5
109553455415879,Bachillerato desde casa SEP,Unidev Universidad SC,757,21
800259993484888,Efekto Informativo,Efekto Informativo,756,4
105382292158330,Obed Domínguez,Nubia De La Rosa,756,7
213625872445337,POSTAmx,Klave Media SAPI de CV,750,2
532079827310809,Q. ROO Al Momento,Al Momento Noticias,750,1
108474477386312,Jalisco Al Momento,Jalisco Al Momento,750,1
104108345732250,Chihuahua Al Momento,Al momento Noticias,750,1
104471045695335,Guanajuato Al Momento,Al Momento Noticias,750,1
101401762632128,Baja California Sur,Al Momento Noticias,750,1
104268462382573,Querétaro Al Momento,Al Momento Noticias,750,1
103858069116579,Aguascalientes Al Momento,Aguascalientes Al Momento,750,1
106572575481097,Nuevo León Al Momento,Al Momento Noticias,750,1
327033940660677,Tienes el Valor,"FUNDACION TELEVISA, A.C.",750,2
104301122641193,El Bolero de Allende,El Bolero de Allende,750,4
103713805568711,Múzquiz Mentiras de la vida real,Eduardo Valdez Mejia,750,2
107375648069891,RE Evolución MX,Vecino Revolucionario,747,7
104914328253519,Pedro Ortega,Pedro Ortega,747,2
1845950578802614,La hora de guerrero - Noticias,Angelica Banchez Robles,745,2
213322302784408,Buenas Noticias QR,Víctor Hugo Rocha Rocha,745,2
104677602556872,Prepa para todos Unidev,Unidev Universidad SC,744,13
