Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
100773891887664,Dr. Nostalgia,These ads ran without a disclaimer,≤100,7
2288424181253023,Estudiantes Lendu,These ads ran without a disclaimer,≤100,2
107737674883284,Alianza por Catacamas,These ads ran without a disclaimer,≤100,2
406329786480718,Marco Euceda,These ads ran without a disclaimer,≤100,2
734179473324941,Heather Plett - author,These ads ran without a disclaimer,≤100,1
1057037797761604,Universidad José Martí de Latinoamérica Campus Mérida,These ads ran without a disclaimer,≤100,3
107454028364684,codrut.codreanu,These ads ran without a disclaimer,≤100,1
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,12
957702064349852,Volkswagen Group - Culture,These ads ran without a disclaimer,≤100,1
106120175623925,A-thletes.media,These ads ran without a disclaimer,≤100,7
401226360314390,España Abogados,These ads ran without a disclaimer,≤100,1
366834647501700,Suzanna Dos Santos,These ads ran without a disclaimer,≤100,1
168143483244019,Education International,These ads ran without a disclaimer,≤100,1
103039037891212,Red Franciscana Para Migrantes,These ads ran without a disclaimer,≤100,1
215876995110315,"Salon Solutions – para Peluquerías, Estéticas y Barberías",These ads ran without a disclaimer,≤100,1
350805165419585,Virginia Valdominos Pastor,These ads ran without a disclaimer,≤100,1
1117824055023894,Te Conectamos con Dios/Shaddai Radio,These ads ran without a disclaimer,≤100,1
103542328283551,Patty Valle Diputada FM,These ads ran without a disclaimer,≤100,1
103113891268307,Esdras Tercero Hernandez,These ads ran without a disclaimer,≤100,1
147152568489213,Dale salud a tu vida con 4Life,These ads ran without a disclaimer,≤100,2
1585295568380378,Michael Laitman,These ads ran without a disclaimer,≤100,3
1500980146807748,DTC Energy Solutions,These ads ran without a disclaimer,≤100,8
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
108013731879337,Hospital tela pagina,These ads ran without a disclaimer,≤100,1
163235874320,Visit Honduras,These ads ran without a disclaimer,≤100,1
107122358805701,Subli Stars HN,These ads ran without a disclaimer,≤100,1
103532292462368,WIRED en español,These ads ran without a disclaimer,≤100,6
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,≤100,7
730238507162118,Cryptonary,These ads ran without a disclaimer,≤100,6
104501157697312,Iglesia Cuadrangular Restauración,Jalex Nuñez,≤100,1
101229819148814,Reen Records,These ads ran without a disclaimer,≤100,8
1946205588997272,The Urban Health Network for Latin America and the Caribbean,These ads ran without a disclaimer,≤100,1
127563827278322,Alison - Free Empowerment Platform,These ads ran without a disclaimer,≤100,2
113608008709874,Hotel Villa Real,These ads ran without a disclaimer,≤100,4
1543256165941524,Yamileth Mendieta,These ads ran without a disclaimer,≤100,1
101414535360571,Raise Three Fingers,These ads ran without a disclaimer,≤100,11
103013125096672,Ana Lucia Pérez Armijo,These ads ran without a disclaimer,≤100,2
100648028550789,Xiomara Zelaya- Diputada,These ads ran without a disclaimer,≤100,1
1492742834336213,Yachay - Concurso Regional de Derechos Humanos,These ads ran without a disclaimer,≤100,1
157208263017,Geneva Environment Network - Réseau environnement de Genève (GEN),These ads ran without a disclaimer,≤100,1
108893194595476,alexanderarriolahn,These ads ran without a disclaimer,≤100,1
107447308381146,Miguel Maldonado casilla #29 Partido Alianza Patriótica,These ads ran without a disclaimer,≤100,1
2091152541182518,OLACEFS,These ads ran without a disclaimer,≤100,1
176337595733443,RONY,These ads ran without a disclaimer,≤100,8
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,≤100,5
989682761236215,Salva-remos Honduras,These ads ran without a disclaimer,≤100,1
108383491480436,Have U Heard,These ads ran without a disclaimer,≤100,12
105949840759570,Diálogos con Fabián Sevilla,These ads ran without a disclaimer,≤100,1
149230191754256,IPS Agencia de Noticias,These ads ran without a disclaimer,≤100,4
109037265176294,Help Ukraine,These ads ran without a disclaimer,≤100,5
104721324906500,Aura Turcios ViceAlcalde,These ads ran without a disclaimer,≤100,1
122006658527300,José Tejeda,These ads ran without a disclaimer,≤100,1
197209696986111,CID Gallup,These ads ran without a disclaimer,≤100,1
111511517044983,Centro de Estudios Lukumí,These ads ran without a disclaimer,≤100,1
104541801599702,Paty Herrera,These ads ran without a disclaimer,≤100,2
576932955838386,Iris Pineda,These ads ran without a disclaimer,≤100,1
102715308991715,Misión y Escape durante la Guerra Fría,These ads ran without a disclaimer,≤100,1
102741798839649,Amigos de Papi a la orden,These ads ran without a disclaimer,≤100,1
104511419304440,dayrainfantelaw,These ads ran without a disclaimer,≤100,1
159460946229892,Josefina Meza Diputada,These ads ran without a disclaimer,≤100,1
1152610414791062,LIBRE Islas de la Bahía,These ads ran without a disclaimer,≤100,2
200882364335,Tyndall Furniture & Mattress,These ads ran without a disclaimer,≤100,6
100765421746320,Perfumería Fleurs,These ads ran without a disclaimer,≤100,1
102394101663244,Romance L i b r a r y,These ads ran without a disclaimer,≤100,1
105064845275272,Share_M113_x11,These ads ran without a disclaimer,≤100,1
401815820022845,OIM Honduras,These ads ran without a disclaimer,≤100,1
105824314198551,Ferreteria Montes,These ads ran without a disclaimer,≤100,1
369796700070418,Abigahil Ramos Diputada,These ads ran without a disclaimer,≤100,1
106819544901883,Moreno Entretenimiento,These ads ran without a disclaimer,≤100,1
106286941396874,LIBRE Libertad y Refundación,These ads ran without a disclaimer,≤100,1
1243388392422876,Oxfam en Centroamérica,These ads ran without a disclaimer,≤100,6
144851662307196,Kanahau - Utila Research and Conservation Facility,These ads ran without a disclaimer,≤100,1
108659251613252,Sueñovela-La novela-06,These ads ran without a disclaimer,≤100,4
448800649025991,Nación Gamer,These ads ran without a disclaimer,≤100,1
110334913864422,Miguel Farach,These ads ran without a disclaimer,≤100,1
113943846998132,Hector callejas artista,These ads ran without a disclaimer,≤100,1
428140064434706,Imprime,These ads ran without a disclaimer,≤100,2
437153699802747,Brendan Kane,These ads ran without a disclaimer,≤100,5
1301583153229067,Nelly y Carlos,These ads ran without a disclaimer,≤100,2
103253664825946,Souria Post - سوريا بوست,These ads ran without a disclaimer,≤100,4
880611255347800,Phoenix TV 鳳凰衛視,These ads ran without a disclaimer,≤100,4
108221258498046,Deep Wallpaper-wei-3.21,These ads ran without a disclaimer,≤100,1
100727442359828,Weather Forecast,These ads ran without a disclaimer,≤100,1
109432894213021,Distribuidora de Dulces Mexicanos HN,These ads ran without a disclaimer,≤100,1
110991401987123,Tegussicanta,These ads ran without a disclaimer,≤100,2
110532031326612,Event Innovation Summit,These ads ran without a disclaimer,≤100,3
119396078124588,GOD TV,These ads ran without a disclaimer,≤100,4
103250155745648,Expediente tao,These ads ran without a disclaimer,≤100,1
102052735510588,Azorian,These ads ran without a disclaimer,≤100,1
136980216165614,Arturo Johnston,These ads ran without a disclaimer,≤100,1
103550634940208,libre_islasdelabahia,These ads ran without a disclaimer,≤100,3
101260578580329,Diputada Mirna Reyes,These ads ran without a disclaimer,≤100,1
660244844377663,Unión Europea en Centroamérica,These ads ran without a disclaimer,≤100,1
107558947775691,Tuto Alcalde,These ads ran without a disclaimer,≤100,1
100130261502090,Prince J,These ads ran without a disclaimer,≤100,1
103447147970590,Caminando con Jesus,These ads ran without a disclaimer,≤100,1
104438279336611,embajadavenhonduras,These ads ran without a disclaimer,≤100,1
106606871032303,merce_rromero,These ads ran without a disclaimer,≤100,2
793257517373607,Evercoach by Mindvalley,These ads ran without a disclaimer,≤100,1
2317618755002063,TuResumen,These ads ran without a disclaimer,≤100,6
115009537479523,Ada Gonzalez,These ads ran without a disclaimer,≤100,2
107358737810334,Loros Sin Fronteras,These ads ran without a disclaimer,≤100,4
300504889818595,El Sauce distrito 503,These ads ran without a disclaimer,≤100,1
107593641052290,Juan Rodriguez,These ads ran without a disclaimer,≤100,1
2694470194110476,Efeminista,These ads ran without a disclaimer,≤100,1
114119527385992,Francisco Willian Caballero Paredes,These ads ran without a disclaimer,≤100,1
115619300086317,"Smart Translator - OCR, photo-1",These ads ran without a disclaimer,≤100,1
101379762016282,Cultura Ambientalista.,These ads ran without a disclaimer,≤100,1
108776148657070,Cicesct HN,These ads ran without a disclaimer,≤100,1
361336031096624,Fmfla-Academy,These ads ran without a disclaimer,≤100,1
104553655630421,johannyadames,These ads ran without a disclaimer,≤100,1
310082752437679,Alvaro Reyes,These ads ran without a disclaimer,≤100,2
1579533295663859,Magda en Salsa,These ads ran without a disclaimer,≤100,2
1479022438980904,Rebeca Fernández,These ads ran without a disclaimer,≤100,3
108210467509014,The HEY Campaign,These ads ran without a disclaimer,≤100,6
102893692105875,prodigy_155,These ads ran without a disclaimer,≤100,1
17108722387,Fundación Gabo,These ads ran without a disclaimer,≤100,3
226073567550425,Teresa Calix Diputada,These ads ran without a disclaimer,≤100,1
1599280066969824,Tío Jhon Gamer de México,These ads ran without a disclaimer,≤100,1
311097239291967,Julio Cesar Banegas Diputado,These ads ran without a disclaimer,≤100,1
112217765061942,Marcos Ramiro Lobo Rosales,These ads ran without a disclaimer,≤100,1
216838068661807,Hardware & Software,These ads ran without a disclaimer,≤100,1
106093854388463,Carlos Luis Alcalde,These ads ran without a disclaimer,≤100,2
492084257484396,Melvin Adalid Martínez Raudales,These ads ran without a disclaimer,≤100,3
117008325013306,Translators without Borders,These ads ran without a disclaimer,≤100,1
101837288924546,Muslimi,These ads ran without a disclaimer,≤100,41
139681112726364,Boletín de la Computación,These ads ran without a disclaimer,≤100,5
176570119562506,Acorbat,These ads ran without a disclaimer,≤100,2
490209557996988,Inloher Honduras,These ads ran without a disclaimer,≤100,2
101054011705724,Kakuna para Presidente,These ads ran without a disclaimer,≤100,8
103285572116639,Marjorie Morales,These ads ran without a disclaimer,≤100,1
10750083165,The Africa Report,These ads ran without a disclaimer,≤100,22
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,44
125039367553241,Restaurante El Patio,These ads ran without a disclaimer,≤100,1
101008599031500,Abagado Córdova,These ads ran without a disclaimer,≤100,1
241905335021,Revista Estilo,These ads ran without a disclaimer,≤100,3
656239591193794,LasVanders,These ads ran without a disclaimer,≤100,2
117706384671769,Elmaurito,These ads ran without a disclaimer,≤100,1
996305020445338,Kollektiv One,These ads ran without a disclaimer,≤100,1
102798441136728,Juan Carlos Degrandez,These ads ran without a disclaimer,≤100,2
134545320001199,Ccet Aecid,These ads ran without a disclaimer,≤100,1
109244204824687,Captive Creator,These ads ran without a disclaimer,≤100,15
105856118076057,Evangelizacion virtual,These ads ran without a disclaimer,≤100,1
116706926839633,Braindom,These ads ran without a disclaimer,≤100,10
908999799180469,Souldad MC,These ads ran without a disclaimer,≤100,1
400646766650321,Blinkist,These ads ran without a disclaimer,≤100,4
147632705290401,Enter504 Periódico Digital,These ads ran without a disclaimer,≤100,1
102220131334403,GV Titanes del Deporte.,These ads ran without a disclaimer,≤100,1
257656731794433,The Juggernaut,These ads ran without a disclaimer,≤100,3
156949096155833,Laura Erazo Pineda #252,Laura Patricia Erazo Pineda,≤100,1
183571995060782,Alba Montalvan Cruz,These ads ran without a disclaimer,≤100,1
261864833836876,UNICEF Latin America and Caribbean,These ads ran without a disclaimer,≤100,2
134944113025304,Voracious B,These ads ran without a disclaimer,≤100,2
306232446505213,Noches de Ciberseguridad,These ads ran without a disclaimer,≤100,4
111954628822578,SAE Barcelona,These ads ran without a disclaimer,≤100,1
102036528409321,Diputada Kevin Cornejo,These ads ran without a disclaimer,≤100,2
195138202091,Parentz Talk,These ads ran without a disclaimer,≤100,3
101815055165088,MJTVStore,These ads ran without a disclaimer,≤100,1
630786660668521,AMUGE,These ads ran without a disclaimer,≤100,2
20665390582,Medical Aid for Palestinians,These ads ran without a disclaimer,≤100,12
112148384616467,Vigilantes News,Vigilantes News,≤100,3
1787777311439178,Partido Liberal de Honduras en Atlantida,These ads ran without a disclaimer,≤100,1
106962558985029,Naty Suarez,These ads ran without a disclaimer,≤100,12
101948052327278,Alain Calderon 312,These ads ran without a disclaimer,≤100,1
157080284391723,Oriéntame,These ads ran without a disclaimer,≤100,4
101833001820655,Mario Portillo Diputado,These ads ran without a disclaimer,≤100,3
101869252545585,House of Power: The Game,These ads ran without a disclaimer,≤100,20
165531070309927,Fundación Eléutera,These ads ran without a disclaimer,≤100,1
338449830056765,Gustavo Romero / Candidato a Diputado por Cortés,These ads ran without a disclaimer,≤100,2
422961008105961,Brigada Animal México,These ads ran without a disclaimer,≤100,1
103900785236519,Avanza Libertad Chilecito,These ads ran without a disclaimer,≤100,1
104953475356827,hugo_zelaya24,These ads ran without a disclaimer,≤100,1
624878451475087,"Somos Oliva, Somos Juan Diego, Ciudad 12 Juntos Podemos,",These ads ran without a disclaimer,≤100,2
