Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
785619081552089,Federación de Asociaciones de Abogados y Notarios de Guatemala. FaanGuate,These ads ran without a disclaimer,≤100,2
121144920896892,PetPals,Edward Jeancarlo Calderón González,≤100,1
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,≤100,2
431841887327995,廣告達人,These ads ran without a disclaimer,≤100,3
102819212436057,Ucrania Último Minuto,These ads ran without a disclaimer,≤100,1
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,≤100,1
111269601874307,Comunidade da criança,These ads ran without a disclaimer,≤100,15
101443721586040,lacasa8astrologia,These ads ran without a disclaimer,≤100,2
105132945378235,Soledad Esponda,These ads ran without a disclaimer,≤100,1
1582097658746272,safe2choose,These ads ran without a disclaimer,≤100,3
111196441899324,Casas Solares,These ads ran without a disclaimer,≤100,6
466173110104582,"El-Shaddai Ministry, Jesus Is Alive Global Worship Centre",These ads ran without a disclaimer,≤100,2
101914965975350,Willy Castillo W,These ads ran without a disclaimer,≤100,2
149361515084943,Guardianes,These ads ran without a disclaimer,≤100,2
128874447270067,Aida Luz Villa La Cantora de Dios,These ads ran without a disclaimer,≤100,1
101998658413144,Black Streak Anime,These ads ran without a disclaimer,≤100,11
533162303386878,Chicas Poderosas,These ads ran without a disclaimer,≤100,2
747587562079055,Psicóloga Cecy De León,These ads ran without a disclaimer,≤100,2
463423310436,FIIAPP,These ads ran without a disclaimer,≤100,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,8
1585145738370333,VEPA Colombia,These ads ran without a disclaimer,≤100,1
105363981572150,Moon Colonization Program,These ads ran without a disclaimer,≤100,2
876457109153657,PMNCH,These ads ran without a disclaimer,≤100,1
184661098229492,Global Development Network,These ads ran without a disclaimer,≤100,1
101924172720353,La publicación de Investing,These ads ran without a disclaimer,≤100,9
414705726133267,Elecciones Guate,These ads ran without a disclaimer,≤100,1
454868334556847,Huawei Latinoamérica,These ads ran without a disclaimer,≤100,1
520888311447098,Instituto Universitario de Alta Formación,These ads ran without a disclaimer,≤100,1
107924793226971,Última trinchera,These ads ran without a disclaimer,≤100,1
101549645468327,Multiservicios Sodas Patulul,These ads ran without a disclaimer,≤100,1
29056789480,Project Syndicate,These ads ran without a disclaimer,≤100,4
120460525135389,Educational Partners International,These ads ran without a disclaimer,≤100,3
153674861422,RED ADVENIR TELEVISION,These ads ran without a disclaimer,≤100,2
103655209133919,M Reader_pa,These ads ran without a disclaimer,≤100,2
113279353824940,Agendas 2023 Guatemala,These ads ran without a disclaimer,≤100,1
279872442395359,Gobernación Departamental de Alta Verapaz,These ads ran without a disclaimer,≤100,1
108333208918973,comitecivicochitoibarra,These ads ran without a disclaimer,≤100,1
121578037510502,Planet Sport,Edward Jeancarlo Calderón González,≤100,1
100877928721655,Canny 420 - Cultiva tu Bienestar,These ads ran without a disclaimer,≤100,1
101304192456744,carososky,These ads ran without a disclaimer,≤100,1
268188644057058,Global Technologies and Supplies SA de CV,These ads ran without a disclaimer,≤100,2
105434295876078,redjuafro.lac,These ads ran without a disclaimer,≤100,1
100318311660991,Viva Studio,These ads ran without a disclaimer,≤100,1
103119541432541,Leedu,These ads ran without a disclaimer,≤100,1
115147794873115,Partido Cambio Los Amates Izabal,These ads ran without a disclaimer,≤100,1
1604853376424331,CLAMU,These ads ran without a disclaimer,≤100,1
2785484881522255,Anni G Rms,These ads ran without a disclaimer,≤100,1
104181035763790,Helena Fernandes,These ads ran without a disclaimer,≤100,3
1857723914544494,Cristoviveenmi tv,These ads ran without a disclaimer,≤100,1
475798655823582,CIPREVICA_Centroamérica,These ads ran without a disclaimer,≤100,1
106409538244845,Français au Canada,These ads ran without a disclaimer,≤100,1
107174505331275,La Mansion de las Ideas,These ads ran without a disclaimer,≤100,1
210893700948063,Centro de Gestión y Capacitación Integral,These ads ran without a disclaimer,≤100,3
1888596997878932,Yoga-Go by Welltech,These ads ran without a disclaimer,≤100,1
444959115580641,RedLacTrans,These ads ran without a disclaimer,≤100,3
1430038570623054,Asociación Guatemalteca de Limnología y Gestión de Lagos,These ads ran without a disclaimer,≤100,1
105746255614724,affogatohn,These ads ran without a disclaimer,≤100,1
412409048849179,Behold Israel,These ads ran without a disclaimer,≤100,3
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100,4
102096732379895,Bride Stars,These ads ran without a disclaimer,≤100,3
293389669120488,Blushing Brides,These ads ran without a disclaimer,≤100,5
100524938334495,Grama san agustin Jeshua,These ads ran without a disclaimer,≤100,1
211607715658502,INFOM Guatemala,These ads ran without a disclaimer,≤100,1
275360522490014,Akãhatã,These ads ran without a disclaimer,≤100,2
191367330892004,UBC Engineering,These ads ran without a disclaimer,≤100,4
106451925660399,Centro de Estudios Especializados en Psicología y Ciencias Forenses,These ads ran without a disclaimer,≤100,1
102241185523610,PolitiK,These ads ran without a disclaimer,≤100,1
214061167976,El Tiempo Latino,These ads ran without a disclaimer,≤100,5
835865206491231,Bryan Vasquez,These ads ran without a disclaimer,≤100,1
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,≤100,2
109627347940016,"Salón Académico: Trabajos de investigación, Transcripciones y Redacciones",These ads ran without a disclaimer,≤100,1
709430982419756,Thermo King Latinoamérica,These ads ran without a disclaimer,≤100,2
101053125829115,frase_y_alma,These ads ran without a disclaimer,≤100,1
112946718082833,UNE El Estor Izabal,These ads ran without a disclaimer,≤100,1
363515435292,Carmen Espinoza Muñante,These ads ran without a disclaimer,≤100,1
630786660668521,Red juvenil de Amugen,These ads ran without a disclaimer,≤100,1
106450964481055,APsystems LATAM,These ads ran without a disclaimer,≤100,5
105577692253671,VISOR GT Suroriente,These ads ran without a disclaimer,≤100,1
107703155980813,EarlyRise,These ads ran without a disclaimer,≤100,3
468235363353629,Vos Honduras,These ads ran without a disclaimer,≤100,1
103777482481280,Marvin Vargas Preso Político 2011 #Nicaragua,These ads ran without a disclaimer,≤100,1
70877580782,IFC - International Finance Corporation,These ads ran without a disclaimer,≤100,3
245230955530901,Evas Urbanas,These ads ran without a disclaimer,≤100,1
105972509425490,KADIST,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,3
156514087702491,Lancôme,These ads ran without a disclaimer,≤100,1
133025563392728,Centro Urbano,These ads ran without a disclaimer,≤100,1
204862942932993,Nikkei Asia,These ads ran without a disclaimer,≤100,11
105607335827634,Comite Civico Electoral el Guacal,These ads ran without a disclaimer,≤100,1
1408474549421296,Innovación Educativa del Tecnológico de Monterrey,These ads ran without a disclaimer,≤100,1
100044596562197,,These ads ran without a disclaimer,≤100,1
100308026359387,Tu Reporte,Edward Jeancarlo Calderón González,≤100,1
343731779325769,Pastor Tinu George,These ads ran without a disclaimer,≤100,1
101539366235792,Loving from BTS/Blink Supporter,These ads ran without a disclaimer,≤100,1
100365208581323,Revolución Eñame,These ads ran without a disclaimer,≤100,2
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,1
674374605962850,Future of Life Institute,These ads ran without a disclaimer,≤100,2
435259723296695,Política Internacional - Otra Mirada,These ads ran without a disclaimer,≤100,2
109754452061707,Ebenezer Afolabi,These ads ran without a disclaimer,≤100,1
183818095119937,Aire Nuestro,These ads ran without a disclaimer,≤100,2
105099435739173,Farmacia San Rafael,These ads ran without a disclaimer,≤100,6
101163591558152,PTC Therapeutics SAM,These ads ran without a disclaimer,≤100,1
160720010711227,Panel Rey,These ads ran without a disclaimer,≤100,1
1890146454611538,DESMI A/S,These ads ran without a disclaimer,≤100,1
102113055573820,adrianadocarmofigueiredo,These ads ran without a disclaimer,≤100,2
68644810672,"Liorel, Art from Israel",These ads ran without a disclaimer,≤100,2
100727704806957,Alejandro Cabrera M.,These ads ran without a disclaimer,≤100,3
100531316051172,Passion 4 nigeria development initiatives,These ads ran without a disclaimer,≤100,1
439440096133537,Sick Noise,These ads ran without a disclaimer,≤100,1
351526138314390,Scaling Up Nutrition Civil Society Network,These ads ran without a disclaimer,≤100,2
100659939116114,Cursos online,These ads ran without a disclaimer,≤100,1
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100,4
111971563794204,Diana Chávez,These ads ran without a disclaimer,≤100,1
109752198208404,Ecoturismo,These ads ran without a disclaimer,≤100,1
869663783106067,הצוק-מסעדת שף,These ads ran without a disclaimer,≤100,1
100685516644957,Fundación Foro,These ads ran without a disclaimer,≤100,1
197820047284987,Mariachi Los Aventureros de Guatemala,These ads ran without a disclaimer,≤100,1
103844595298374,Salam_Spain 2,These ads ran without a disclaimer,≤100,1
102869218803670,La realidad de Arabia Saudita,These ads ran without a disclaimer,≤100,1
110874571760090,esconesi,These ads ran without a disclaimer,≤100,1
104412412424672,Billioners,These ads ran without a disclaimer,≤100,1
103392146006662,Santiago Maquín,These ads ran without a disclaimer,≤100,1
112109935063365,El Compa Cacho,These ads ran without a disclaimer,≤100,1
21591025194,The University of Melbourne,These ads ran without a disclaimer,≤100,1
102334429405192,descansocreativo,These ads ran without a disclaimer,≤100,1
1193690844094654,Journal des Français à l'étranger,These ads ran without a disclaimer,≤100,1
108381975347189,Inglés desde cero,These ads ran without a disclaimer,≤100,1
109386503839531,Juliana Andrade,These ads ran without a disclaimer,≤100,16
1543205209278361,Jiménez Deredia,These ads ran without a disclaimer,≤100,1
121883300829512,GetShaped,Edward Jeancarlo Calderón González,≤100,1
170507986860944,Talleres Castillo,These ads ran without a disclaimer,≤100,1
110322744888755,Trendyspread shop,These ads ran without a disclaimer,≤100,4
101709112541673,Yom Stories,These ads ran without a disclaimer,≤100,1
325395271369707,Munikat,These ads ran without a disclaimer,≤100,1
110314248386310,Hadaya.Spot,These ads ran without a disclaimer,≤100,1
64423413086,The Four Winds Society,These ads ran without a disclaimer,≤100,2
229584730414018,VenSai Enterprises Inc.,These ads ran without a disclaimer,≤100,2
1376569005803607,Blanco y Negro,These ads ran without a disclaimer,≤100,1
193260427505090,Mack Trucks Latinoamérica,These ads ran without a disclaimer,≤100,2
101567018665085,Kiupik Queer Media,These ads ran without a disclaimer,≤100,1
256172641494184,Imperivm,These ads ran without a disclaimer,≤100,2
640089569347286,"New Zealand Embassy, Mexico City",These ads ran without a disclaimer,≤100,1
175097051698,Fidhelios,These ads ran without a disclaimer,≤100,1
858956930808046,Centro Iberoamericano de Estudios de Foto y Cine,These ads ran without a disclaimer,≤100,1
225073880968974,Sociedad Mexicana Forense,These ads ran without a disclaimer,≤100,1
109482297640817,estudioorigen,These ads ran without a disclaimer,≤100,1
106883638833589,El Cambio Posible,These ads ran without a disclaimer,≤100,2
500259383489171,Guidable,These ads ran without a disclaimer,≤100,1
439733729429081,"US UCIA Corporation, Inc.",These ads ran without a disclaimer,≤100,2
222717911120348,Venus Remedies Limited,These ads ran without a disclaimer,≤100,2
861734543866515,Teresa Galeano Psicóloga,These ads ran without a disclaimer,≤100,2
103768275003624,creativemoodarchitecture,These ads ran without a disclaimer,≤100,2
275606287530,CEMEX,These ads ran without a disclaimer,≤100,2
113449668276820,Espacios Planos Permanentes EPP,These ads ran without a disclaimer,≤100,1
268034023788373,Foro Liberal de America Latina,These ads ran without a disclaimer,≤100,1
106765298897445,Mineração Inteligente,These ads ran without a disclaimer,≤100,1
479012238848030,Central plot,These ads ran without a disclaimer,≤100,1
1445916698972277,"Solibri, Inc.",These ads ran without a disclaimer,≤100,1
104630912620139,historia.ordenmundial,These ads ran without a disclaimer,≤100,1
146841588715199,Instituto de Investigaciones Antropológicas,These ads ran without a disclaimer,≤100,1
105265520843054,Great Movies,These ads ran without a disclaimer,≤100,1
363777444007350,CAOI,These ads ran without a disclaimer,≤100,1
1542909566001517,Fundación Henry Dunant América Latina,These ads ran without a disclaimer,≤100,1
315659968914693,FICEM,These ads ran without a disclaimer,≤100,1
360036685086571,Our Funny Little Site Shorts,These ads ran without a disclaimer,≤100,2
105448452269780,Lifestylecog,These ads ran without a disclaimer,≤100,3
987890928004366,Dr. Jorge Pum Santiago,These ads ran without a disclaimer,≤100,1
107281598981869,Reporte Guatemala,These ads ran without a disclaimer,≤100,1
1256690557709650,Wholesale A4 Copy Papers - Buy Cheap A4 Copy Papers,These ads ran without a disclaimer,≤100,1
