Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
937241943091043,China Focus,These ads ran without a disclaimer,3155121,6
1683767935274367,BRP,These ads ran without a disclaimer,3132291,2
389976681048925,ECMIA,These ads ran without a disclaimer,3129863,6
100824022313490,Web Curiosa,These ads ran without a disclaimer,3089738,11
164344500263690,Beijing Review,These ads ran without a disclaimer,3085404,4
101189172428337,Aldo E. Martinez,an advertiser in Venezuela,3052503,12
105327402529317,Adelitas Del Estado De Chihuahua,These ads ran without a disclaimer,3011652,1
0,Instagram User 6100146050,These ads ran without a disclaimer,3000000,1
107321577312025,diverbenca,These ads ran without a disclaimer,3000000,1
199280106773010,Heritage Auctions Sports,These ads ran without a disclaimer,2975003,1
282609205261913,Soy Rico,These ads ran without a disclaimer,2955064,2
134944113025304,Voracious B,These ads ran without a disclaimer,2925308,2
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,2912981,4
102426905974365,Noticias venezolanas,These ads ran without a disclaimer,2895076,1
101617451741472,Jaime Riera Lafée,These ads ran without a disclaimer,2827422,1
113103755023820,Fundación Breteau Latam,These ads ran without a disclaimer,2819691,2
101351691906645,The Primary Market - News,These ads ran without a disclaimer,2819046,5
107017957928955,Discover Forgiveness,These ads ran without a disclaimer,2817503,1
109250935259244,Tikun Talks,These ads ran without a disclaimer,2775003,3
100347019683490,Info Claro,These ads ran without a disclaimer,2765003,1
138822119319488,ivfdaddies,These ads ran without a disclaimer,2750000,1
113498637779282,Venezuela News,These ads ran without a disclaimer,2750000,2
107723738769025,Noticias venezolanas,These ads ran without a disclaimer,2750000,1
858371697575425,María Beatriz Martínez Riera,an advertiser in Venezuela,2750000,2
141178896462968,"Burbuquim, C.A.",These ads ran without a disclaimer,2750000,1
102135745811769,The Sky Rains,These ads ran without a disclaimer,2750000,1
102044652681785,Noticias venezolanas,These ads ran without a disclaimer,2750000,1
101603938364877,Logo Legitimo,These ads ran without a disclaimer,2750000,1
0,Instagram User 1313328323,These ads ran without a disclaimer,2737623,1
102901055579612,Alcaldia Alberto Adriani,These ads ran without a disclaimer,2727502,6
109697395234496,Noticias venezolanas,These ads ran without a disclaimer,2721903,1
101218722764385,Noticias venezolanas,These ads ran without a disclaimer,2721903,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,2713537,46
103417829206300,Noticias venezolanas,These ads ran without a disclaimer,2713138,1
222006291259934,Comunidad  Fuego de Dios,These ads ran without a disclaimer,2708534,2
390356587683009,Dinorah Delgado,These ads ran without a disclaimer,2696191,4
568134956712968,Orlando Chacón,These ads ran without a disclaimer,2692502,3
304971412943967,Instituto de Zumpango en Estudios Superiores en Criminalística IZESC,These ads ran without a disclaimer,2683861,1
29283722950,Revista Medicina y Salud Pública,These ads ran without a disclaimer,2678922,6
250871925458887,Pomì Sud America,These ads ran without a disclaimer,2677750,2
1199020920114389,EOS Data Analytics,These ads ran without a disclaimer,2677502,6
106767642241695,soyfbo,These ads ran without a disclaimer,2668144,1
451972545594116,Roche Colombia,These ads ran without a disclaimer,2632139,1
109396035407369,Adopción Espiritual de un niño no nacido  peligro de aborto. Costa Rica,These ads ran without a disclaimer,2601278,2
105760472301391,Noticias venezolanas,These ads ran without a disclaimer,2592502,1
106403931777003,JC Medical Supplies,These ads ran without a disclaimer,2570002,2
300841574176,Table Mountain Aerial Cableway,These ads ran without a disclaimer,2562906,1
102120339346762,Daniela Castro,an advertiser in Venezuela,2500000,1
110941718442375,Noticias venezolanas,These ads ran without a disclaimer,2500000,1
0,Instagram User 7087212042,These ads ran without a disclaimer,2500000,1
107522968703399,lawit_org,These ads ran without a disclaimer,2500000,1
870674082955012,Noticias venezolanas,These ads ran without a disclaimer,2500000,1
103433915872791,Noticias venezolanas,These ads ran without a disclaimer,2500000,1
100164816207411,Noticias venezolanas,These ads ran without a disclaimer,2500000,1
102019459110249,Helados Cali Mgta,an advertiser in Venezuela,2500000,1
107528005455797,Noticias venezolanas\t,These ads ran without a disclaimer,2500000,1
112334968492772,cambiovuelve,These ads ran without a disclaimer,2500000,1
108443552013897,Farith Fraija Oficial,These ads ran without a disclaimer,2500000,2
109136600867844,Soythaniazambrano,an advertiser in Venezuela,2500000,1
113345467790752,fuerzavecinaldecarrizal,These ads ran without a disclaimer,2500000,2
108867131741555,IATURM Fco. Miranda-Calabozo,These ads ran without a disclaimer,2500000,1
108209483994594,sg_automoviles_1509,These ads ran without a disclaimer,2500000,1
100917846129936,Noticias venezolanas,These ads ran without a disclaimer,2500000,1
110285201842588,Noticias venezolanas,These ads ran without a disclaimer,2500000,1
101719015740397,Grupo FRG,These ads ran without a disclaimer,2500000,1
109484729082711,Climate Tracker,These ads ran without a disclaimer,2472525,17
111162627724810,mediandosoluciones,These ads ran without a disclaimer,2468578,2
105028467667865,Encuentros Diario Digital,These ads ran without a disclaimer,2451996,1
110666918427255,sumialimento,These ads ran without a disclaimer,2445002,1
107174505331275,La Mansion de las Ideas,These ads ran without a disclaimer,2409975,1
109860185243525,Noticias venezolanas.,These ads ran without a disclaimer,2409975,1
415097548511255,Unidad Anti-Obesidad,These ads ran without a disclaimer,2407502,1
229439660495599,Escuela Los Cuatro Caminos,These ads ran without a disclaimer,2374459,4
105584734506914,Foto Estudio Digital  M&E,These ads ran without a disclaimer,2337502,1
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,2296649,5
189844404462391,Teatro Mayor Julio Mario Santo Domingo,These ads ran without a disclaimer,2291164,11
125874504101787,Emprendedor.com,These ads ran without a disclaimer,2280002,3
335199459902118,Gea Logistics,These ads ran without a disclaimer,2266529,1
221867851601531,Eurofans Radio,These ads ran without a disclaimer,2262417,1
1482560595379392,Whakamua,These ads ran without a disclaimer,2262417,17
107874848630405,Lexius Venezuela,These ads ran without a disclaimer,2255002,7
1579533295663859,Magda en Salsa,These ads ran without a disclaimer,2250002,2
150130821715740,Er Conde del Guacharo,These ads ran without a disclaimer,2250000,4
105697284955145,deportexdentro_,These ads ran without a disclaimer,2250000,5
562917507406492,Fundahigado America,These ads ran without a disclaimer,2250000,1
0,Marketplace Seller 546551023,These ads ran without a disclaimer,2250000,2
112607491639496,diazdiazhugo,These ads ran without a disclaimer,2250000,3
0,Instagram User 6277166182,These ads ran without a disclaimer,2250000,1
1957853917625657,Rodolfo Crespo,These ads ran without a disclaimer,2250000,2
201820246540281,Provea,These ads ran without a disclaimer,2250000,3
17108722387,Fundación Gabo,These ads ran without a disclaimer,2240749,6
675887005894180,Red de Salud de las Mujeres Latinoamericanas y del Caribe,These ads ran without a disclaimer,2218891,1
102809579308581,Serv Migratorio,These ads ran without a disclaimer,2181628,5
109541310730570,Hell Sellers,These ads ran without a disclaimer,2171388,1
101301869148887,KS Immigration Services,These ads ran without a disclaimer,2142502,1
880922645401876,RWE,These ads ran without a disclaimer,2142200,2
405379246524515,DHL Express,These ads ran without a disclaimer,2141933,10
139348539256873,The Innocent Box,These ads ran without a disclaimer,2115159,2
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,2113590,3
149230191754256,IPS Agencia de Noticias,These ads ran without a disclaimer,2100002,2
112055021744778,Ni Un Preso Político Más En Cuba,These ads ran without a disclaimer,2095002,3
114527023440117,ia_ingasoca,These ads ran without a disclaimer,2087502,1
692159514283834,Raziel Rodríguez,These ads ran without a disclaimer,2070002,1
111250155267911,Act News,These ads ran without a disclaimer,2058024,1
271993434676667,TriniElec,These ads ran without a disclaimer,2042502,2
116289671368341,giselleromanr,These ads ran without a disclaimer,2040002,1
204740833658478,Exness Life,These ads ran without a disclaimer,2032502,6
103900785236519,Avanza Libertad Chilecito,These ads ran without a disclaimer,2015779,1
102337892181556,Giga Retail,These ads ran without a disclaimer,2007502,1
113553508283214,leocenisoficial,These ads ran without a disclaimer,2000000,1
107601964309762,caracas.emprende,These ads ran without a disclaimer,2000000,2
108537340548276,"Haiku, Inc.",These ads ran without a disclaimer,2000000,1
106749168817395,koreilyromina,These ads ran without a disclaimer,2000000,1
103420486409595,SAMBITO,These ads ran without a disclaimer,2000000,4
137784086302022,El Venezolano de Panamá,These ads ran without a disclaimer,2000000,1
1987005154859936,Isaac Rubio,These ads ran without a disclaimer,2000000,3
100331022773225,reinerstrom,These ads ran without a disclaimer,2000000,1
114993018197806,stampshop.ve,These ads ran without a disclaimer,2000000,1
113003476380,IPYS,These ads ran without a disclaimer,2000000,2
102547728154278,Saber de Leyes,These ads ran without a disclaimer,2000000,1
100750535534537,Del Arepero,These ads ran without a disclaimer,2000000,1
100236628863107,molly.foundation,These ads ran without a disclaimer,2000000,1
102481868283404,carlosrpimentelr,These ads ran without a disclaimer,2000000,2
0,Instagram User 5891124321,These ads ran without a disclaimer,2000000,5
108837241053438,lizmariamarquez,These ads ran without a disclaimer,2000000,3
111974440555388,Sr. Juan Viajes,These ads ran without a disclaimer,2000000,2
401447723612339,Lau Vet,These ads ran without a disclaimer,1988688,1
205693119554506,Tododisca,These ads ran without a disclaimer,1970578,3
111684611015892,Alimentos vesasca,These ads ran without a disclaimer,1955002,2
114860621535082,ANTV Venezuela Oficial,These ads ran without a disclaimer,1950002,2
450977524929868,Conservación Amazónica - ACCA,These ads ran without a disclaimer,1942502,1
906060226107569,Farandu,These ads ran without a disclaimer,1927502,1
103252317700354,Mindvalley En Español,These ads ran without a disclaimer,1926002,7
552009584828490,Comité Internacional de la Cruz Roja,These ads ran without a disclaimer,1874425,1
792194537475217,Objetivo Cero,These ads ran without a disclaimer,1874425,1
92021829261,Un Mundo Sin Mordaza,These ads ran without a disclaimer,1860002,1
306232446505213,Noches de Ciberseguridad,These ads ran without a disclaimer,1859756,4
101560096065606,Camino Yagé,These ads ran without a disclaimer,1850002,2
104504438466,Federal Voting Assistance Program - FVAP,These ads ran without a disclaimer,1847502,53
101564508879061,Test Argentina,These ads ran without a disclaimer,1847202,2
21269502606,TuneCore,These ads ran without a disclaimer,1832693,4
170158683178852,Contrapuntove,These ads ran without a disclaimer,1822502,1
100797759359169,manubastidasreal,These ads ran without a disclaimer,1809075,1
101740356179303,Hand Idea 60,These ads ran without a disclaimer,1792502,5
101126715932096,centromedicodiagnosticosg,These ads ran without a disclaimer,1782502,1
107347715411913,FCD Venezuela,These ads ran without a disclaimer,1765002,1
2357878507833660,Como nacido entre nosotros,These ads ran without a disclaimer,1760002,10
463423310436,FIIAPP,These ads ran without a disclaimer,1759063,3
106139831738505,EOSDA Forest Monitoring,These ads ran without a disclaimer,1755002,3
101375582509907,Juan Barahona,These ads ran without a disclaimer,1750002,1
104202938987031,JC textil Instagram,These ads ran without a disclaimer,1750000,1
110446828203961,pachoenrique,These ads ran without a disclaimer,1750000,1
200146900023955,American Dream Network,These ads ran without a disclaimer,1750000,1
352482941757612,Vente Monagas,These ads ran without a disclaimer,1750000,1
0,Instagram User 2651986383,These ads ran without a disclaimer,1750000,2
36402799393,Protección Animal Mundial,These ads ran without a disclaimer,1750000,2
104209092423091,Criptobyte,These ads ran without a disclaimer,1750000,1
106059408814909,Red Global de Venezuela,These ads ran without a disclaimer,1750000,3
237836639628047,Correo del Caroní,These ads ran without a disclaimer,1750000,2
113591911724179,yosoyhoofiah,These ads ran without a disclaimer,1750000,1
107978317476310,Jmpapeleria.ve,These ads ran without a disclaimer,1747502,4
344769119523208,Adri Duque,These ads ran without a disclaimer,1745589,2
166696645047489,Fundación Marcelíno Muñoz,These ads ran without a disclaimer,1741978,1
110140268352138,Eliezer Sirit Noticias,These ads ran without a disclaimer,1721516,2
106120175623925,A-thletes.media,These ads ran without a disclaimer,1716224,7
101895254777524,Centro Andaluz Alfa-1 de Granada,These ads ran without a disclaimer,1705514,1
100131432594117,samiralattrach,These ads ran without a disclaimer,1701606,1
422961008105961,Brigada Animal México,These ads ran without a disclaimer,1701172,1
415270942200578,Adam Smith Works,These ads ran without a disclaimer,1697502,3
0,Instagram User 3350503388,These ads ran without a disclaimer,1680002,2
464717936983405,Geoestudiocreativo,These ads ran without a disclaimer,1672502,1
286617205272522,Geekbits,These ads ran without a disclaimer,1660427,1
122094853676016135,Trophy Trivia,These ads ran without a disclaimer,1637785,1
107989308686004,EFK platform,These ads ran without a disclaimer,1636335,1
