Page ID,Page name,Disclaimer,Amount spent (NZD),Number of ads in Library
104645751445391,Toy Town Central,These ads ran without a disclaimer,≤100,1
2124416681170254,Fibocom Wireless,These ads ran without a disclaimer,≤100,1
304092486946248,Eurosoil - Geneva,These ads ran without a disclaimer,≤100,1
101757262504930,FxGrow Mena,These ads ran without a disclaimer,≤100,1
295207900910431,Bekaert Construction,These ads ran without a disclaimer,≤100,1
109452985104987,Officialjombo1,These ads ran without a disclaimer,≤100,1
2166739520280952,Jaquie La Joie,These ads ran without a disclaimer,≤100,2
109926928389181,Gabriel Nunes,These ads ran without a disclaimer,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,2
102309421190764,Sylwia Madeńska,These ads ran without a disclaimer,≤100,1
124377194285112,Jfranews - جفرا نيوز,These ads ran without a disclaimer,≤100,1
366218547263232,Algorand Foundation,These ads ran without a disclaimer,≤100,3
750888818623787,المغامر_خليفة_المزروعي,These ads ran without a disclaimer,≤100,2
150881291665785,Projeto DIVERSA,These ads ran without a disclaimer,≤100,2
748564438847574,Vue Storefront,These ads ran without a disclaimer,≤100,1
104931868313390,B W B,These ads ran without a disclaimer,≤100,1
164302750336862,Wish,These ads ran without a disclaimer,≤100,1
129159563777523,Conservancy of Southwest Florida,These ads ran without a disclaimer,≤100,2
661365270914665,Nano Resort,These ads ran without a disclaimer,≤100,4
100629852697745,Get Wisdom,These ads ran without a disclaimer,≤100,1
108252221496628,Beachy Getaway,These ads ran without a disclaimer,≤100,2
291241207574681,SK Simeon,These ads ran without a disclaimer,≤100,1
104106941405747,Justice in Ethiopia,These ads ran without a disclaimer,≤100,1
178707372177279,INSTITUT FRANÇAIS,These ads ran without a disclaimer,≤100,1
258495640860286,Uklon,These ads ran without a disclaimer,≤100,2
102830139403510,Magic1674-03,These ads ran without a disclaimer,≤100,1
602430396566663,National Center for Health in Public Housing - NCHPH,These ads ran without a disclaimer,≤100,2
106253504964739,Minister's Music,These ads ran without a disclaimer,≤100,1
101105049294796,CNN Business Arabic الاقتصادية CNN,These ads ran without a disclaimer,≤100,1
342526129176907,World Maritime University - headquarters,These ads ran without a disclaimer,≤100,2
121990917892170,World Future Council,These ads ran without a disclaimer,≤100,1
163593447726948,Jerry Pettit Music,These ads ran without a disclaimer,≤100,1
1691592084439054,Goodwill Caravan,These ads ran without a disclaimer,≤100,1
107828158232221,CCCC First Highway Engineering Group,These ads ran without a disclaimer,≤100,2
100486698765192,Money & Investing,These ads ran without a disclaimer,≤100,2
258211817538680,Emerald Publishing,These ads ran without a disclaimer,≤100,1
102026691748273,kamuicolors,These ads ran without a disclaimer,≤100,1
215213502313796,Brain-Sharper,These ads ran without a disclaimer,≤100,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,3
1716489575297900,Mrs Wordsmith,These ads ran without a disclaimer,≤100,1
387062522084757,The Dressing Blog,These ads ran without a disclaimer,≤100,3
546381948833157,Pascal Egli,These ads ran without a disclaimer,≤100,1
427890654441773,Hitachi Cooling & Heating Global,These ads ran without a disclaimer,≤100,2
106538194902991,Motivational Co.,These ads ran without a disclaimer,≤100,1
102711214816651,Shri Sai Kripa Dham Ripley Mississippi USA,These ads ran without a disclaimer,≤100,1
1808809309357493,AllRight.com,These ads ran without a disclaimer,≤100,1
164520120231626,Rod&Rifle Magazine,These ads ran without a disclaimer,≤100,1
161096657252221,שוברים שתיקה,These ads ran without a disclaimer,≤100,1
101984888542707,Rockie39.net 01,These ads ran without a disclaimer,≤100,1
103783772159451,Vidbuzz,These ads ran without a disclaimer,≤100,4
2050906864936968,Mining in Russia,These ads ran without a disclaimer,≤100,2
109426211930725,COY17,These ads ran without a disclaimer,≤100,1
109066328770664,Magic1420-01,These ads ran without a disclaimer,≤100,1
88397902710,Decanter,These ads ran without a disclaimer,≤100,2
205093963028353,Collision Conf,These ads ran without a disclaimer,≤100,1
108740247282263,Yoyu,These ads ran without a disclaimer,≤100,4
737857699581289,"Gen Judayna, Wellness Influencer",These ads ran without a disclaimer,≤100,1
104128911658066,Our Funny Little Site Center,These ads ran without a disclaimer,≤100,1
347067519169752,Stay Grounded,These ads ran without a disclaimer,≤100,1
109532181885280,Door To Door Travel - US,These ads ran without a disclaimer,≤100,1
107464615999205,Connor Franta,These ads ran without a disclaimer,≤100,1
1909796649272430,Loeea Tees,These ads ran without a disclaimer,≤100,1
876457109153657,PMNCH,These ads ran without a disclaimer,≤100,3
114298743556792,3AM-Revelation 14:6-12,These ads ran without a disclaimer,≤100,1
1069049139821676,Національне агентство з питань запобігання корупції - НАЗК,These ads ran without a disclaimer,≤100,1
109732571943496,ERZU M,These ads ran without a disclaimer,≤100,1
438114096337143,Jean Yann Records,These ads ran without a disclaimer,≤100,1
184494515713,On The Run With P,These ads ran without a disclaimer,≤100,1
350352825669169,Ocean Viral,These ads ran without a disclaimer,≤100,1
114280230411193,影視說說,These ads ran without a disclaimer,≤100,2
124025261904,UN Women,These ads ran without a disclaimer,≤100,1
426799224176976,ActionAid,These ads ran without a disclaimer,≤100,1
240734989375,TemplateMonster.com,These ads ran without a disclaimer,≤100,1
107130245691025,Daily Gifts 24H,These ads ran without a disclaimer,≤100,1
105116298120231,Yugto Romance,These ads ran without a disclaimer,≤100,1
315665258455305,Classroom Of Hope,These ads ran without a disclaimer,≤100,1
104903384689810,5 stars store,These ads ran without a disclaimer,≤100,1
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,≤100,1
2268173363444000,Allie Esselli,These ads ran without a disclaimer,≤100,2
128460617656602,eeDesignIt,These ads ran without a disclaimer,≤100,2
502347576768225,Grandstream APAC,These ads ran without a disclaimer,≤100,1
101485486059705,Fusion Shearing Crusher,These ads ran without a disclaimer,≤100,1
187000618322282,This Is Why I'm Single,These ads ran without a disclaimer,≤100,5
114433176941151,4NC¥,These ads ran without a disclaimer,≤100,1
105070597957026,Atlantic Pacific Japan -APJ-,These ads ran without a disclaimer,≤100,2
101113365989511,Do and Don't,These ads ran without a disclaimer,≤100,1
106459955113225,GoShine,These ads ran without a disclaimer,≤100,1
340810536054369,ROUVY,These ads ran without a disclaimer,≤100,1
105474945042875,Mission:JOY,These ads ran without a disclaimer,≤100,2
915656035153394,Oceanites,These ads ran without a disclaimer,≤100,1
538698476543097,Eco-Worthy,These ads ran without a disclaimer,≤100,1
1593847184258947,Virtual Worship,These ads ran without a disclaimer,≤100,1
106699788869883,China Railway,These ads ran without a disclaimer,≤100,1
1934641373486457,The Sims Pop,These ads ran without a disclaimer,≤100,1
601314600063506,StoryMatters,These ads ran without a disclaimer,≤100,1
1563395307037388,Jorn Henderson,These ads ran without a disclaimer,≤100,1
102636378259819,Epicnature,These ads ran without a disclaimer,≤100,1
279395135421721,Share Change,These ads ran without a disclaimer,≤100,2
1216725411680040,Eternally Sunny,These ads ran without a disclaimer,≤100,1
191869120824391,British Institute of International and Comparative Law,These ads ran without a disclaimer,≤100,1
107687717742498,Running Lovers,These ads ran without a disclaimer,≤100,3
108383491480436,Have U Heard,These ads ran without a disclaimer,≤100,10
100854169193969,United Help Ukraine,These ads ran without a disclaimer,≤100,1
104289288605830,Brothers4Change,These ads ran without a disclaimer,≤100,1
106862188248613,World Laureates Forum,These ads ran without a disclaimer,≤100,2
289482661406112,Asepef Alumni,These ads ran without a disclaimer,≤100,1
284001388441902,The Frustrated Engineer,These ads ran without a disclaimer,≤100,1
102707665601071,Nuriaco Shop,These ads ran without a disclaimer,≤100,1
441206253346231,El Arcano de la Filantropía #Millenial,These ads ran without a disclaimer,≤100,1
104829731640906,Your Sport Spot Community,These ads ran without a disclaimer,≤100,1
954298964703081,Abbott FreeStyle,These ads ran without a disclaimer,≤100,1
309097452488158,WEEC,These ads ran without a disclaimer,≤100,1
102863578917841,willysworld69,These ads ran without a disclaimer,≤100,1
195138202091,Parentz Talk,These ads ran without a disclaimer,≤100,2
109395225332926,Ofw Boss Mom,These ads ran without a disclaimer,≤100,1
100538998934941,China Merchants Group,These ads ran without a disclaimer,≤100,3
104432985565115,2ks.bby,These ads ran without a disclaimer,≤100,1
100128722639308,CEDEGYS - Centre for geopolitics,These ads ran without a disclaimer,≤100,1
106409538244845,Français au Canada,These ads ran without a disclaimer,≤100,1
1675360659149686,University of Aberdeen School of Geosciences,These ads ran without a disclaimer,≤100,1
1048215361885037,معرض الكانتون,These ads ran without a disclaimer,≤100,2
105372655838632,Wsp49,These ads ran without a disclaimer,≤100,1
95750947597,France 2,These ads ran without a disclaimer,≤100,1
211454462257570,International Hockey Federation (FIH),These ads ran without a disclaimer,≤100,2
307744436024765,Columbia College Alumni,These ads ran without a disclaimer,≤100,1
130113867613655,Affordable Homes in South,These ads ran without a disclaimer,≤100,1
143895036081,Moonshine Bandits,These ads ran without a disclaimer,≤100,1
101671161203481,Creekside Fellowship,These ads ran without a disclaimer,≤100,2
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,7
255256008325797,Pull The Plug Patches,These ads ran without a disclaimer,≤100,1
266667583443955,New-Living International Christian Centre,These ads ran without a disclaimer,≤100,1
1198498803640966,The East Gate,These ads ran without a disclaimer,≤100,2
2070004889883176,我們愛追劇,These ads ran without a disclaimer,≤100,1
360176811079748,Livros for Kids,These ads ran without a disclaimer,≤100,1
219612384781411,Bloomberg Philanthropies,These ads ran without a disclaimer,≤100,5
103550658812696,Steadybelief-1,These ads ran without a disclaimer,≤100,3
680418385353616,Dane Wigington,These ads ran without a disclaimer,≤100,1
106061961520435,Jinghpaw Wunpawng Buga,These ads ran without a disclaimer,≤100,1
106121334607125,theteenvilla,These ads ran without a disclaimer,≤100,1
466173110104582,"El-Shaddai Ministry, Jesus Is Alive Global Worship Centre",These ads ran without a disclaimer,≤100,2
432756173597419,"SL Elevator Co.,Ltd.",These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,64
429957570419097,Professor Israel,These ads ran without a disclaimer,≤100,1
771123929739633,Sportinal,These ads ran without a disclaimer,≤100,5
254079461311688,ANOKHI MEDIA,These ads ran without a disclaimer,≤100,2
109618930761008,EduChannel Malaysia,These ads ran without a disclaimer,≤100,1
153674861422,RED ADVENIR TELEVISION,These ads ran without a disclaimer,≤100,1
2035414053248406,Bin plus,These ads ran without a disclaimer,≤100,1
112130484719857,Bling Wallpeper,These ads ran without a disclaimer,≤100,1
102026531952467,Raj Kumar,These ads ran without a disclaimer,≤100,1
109184428639401,TaxTris,These ads ran without a disclaimer,≤100,2
1650566795188483,BEYOND Bollywood,These ads ran without a disclaimer,≤100,1
717024845716955,Sticker Maker-1,These ads ran without a disclaimer,≤100,1
388362591285211,Ganesh - Gary Loke,These ads ran without a disclaimer,≤100,1
211444925538162,Socially Tuned,These ads ran without a disclaimer,≤100,2
109951561375390,Osteria Antico Giardinetto,These ads ran without a disclaimer,≤100,1
105852508641251,Techiia Foundation,These ads ran without a disclaimer,≤100,1
118378629572311,The Morning Report,These ads ran without a disclaimer,≤100,1
1022418761160101,Silkari Suites at Chatswood,These ads ran without a disclaimer,≤100,2
103502485519449,Aperta Invest,These ads ran without a disclaimer,≤100,1
101114488135099,KT Uni Nine,These ads ran without a disclaimer,≤100,1
2169351726630738,Refill HQ,These ads ran without a disclaimer,≤100,1
107440644919517,Christopher Kerr - Author,These ads ran without a disclaimer,≤100,1
117944154951115,FLYING CIRCUS,These ads ran without a disclaimer,≤100,1
110111524665910,adriangdumitru,These ads ran without a disclaimer,≤100,1
103756501811785,Doinikdak.com,These ads ran without a disclaimer,≤100,1
105789711765085,d.h.a.c.h.u,These ads ran without a disclaimer,≤100,1
121523405124949,Honkai Impact 3,These ads ran without a disclaimer,≤100,1
109375082451665,SciDev.Net,These ads ran without a disclaimer,≤100,1
284627124897857,Brock Obama,These ads ran without a disclaimer,≤100,1
106562537865780,Проект #ineedhelpby,These ads ran without a disclaimer,≤100,1
289444401517340,The Nomad Dreamer,These ads ran without a disclaimer,≤100,2
102933592779252,Spf-022,These ads ran without a disclaimer,≤100,1
1593820680884174,Ocean Generation,These ads ran without a disclaimer,≤100,1
529225277143799,Linda Sivertsen,These ads ran without a disclaimer,≤100,1
618086438391102,Taiwan in the EU and Belgium,These ads ran without a disclaimer,≤100,1
675627625962585,Telintel,These ads ran without a disclaimer,≤100,1
223745337716768,KOREAZ,These ads ran without a disclaimer,≤100,2
1520679808236240,Reid Bikes,These ads ran without a disclaimer,≤100,1
113864178277471,Eco Mindset,These ads ran without a disclaimer,≤100,9
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
129304317251326,Stories of Jesus in The Urantia Book,These ads ran without a disclaimer,≤100,1
443464592695498,Owl Pro Drones,These ads ran without a disclaimer,≤100,1
1599587373641654,Wave Plus Promotion,These ads ran without a disclaimer,≤100,1
109929194247839,Paisajismo - Jardinería y Arquitectura,These ads ran without a disclaimer,≤100,1
100842419285296,ACHistory,These ads ran without a disclaimer,≤100,1
506814036179170,Climate Investment Funds,These ads ran without a disclaimer,≤100,1
884505188375193,Private Label Australia,These ads ran without a disclaimer,≤100,1
109389796061669,Loom Bands,These ads ran without a disclaimer,≤100,1
761870613900500,CCTV 中文,These ads ran without a disclaimer,≤100,1
100493891688907,VEIN graphic,These ads ran without a disclaimer,≤100,1
691842441184792,Aidonic,These ads ran without a disclaimer,≤100,1
1104258946304903,Abyssian Beauty,These ads ran without a disclaimer,≤100,2
1747915685466646,Music Promotion Club,These ads ran without a disclaimer,≤100,1
205075132869303,Sunshine Bookseller,These ads ran without a disclaimer,≤100,1
1396473783958068,Red Noses International,These ads ran without a disclaimer,≤100,1
113107588360656,Readamo,These ads ran without a disclaimer,≤100,1
103318344835552,sinnedhew,These ads ran without a disclaimer,≤100,1
546516955727311,Target Hypertension,These ads ran without a disclaimer,≤100,2
146647705406390,Minority Rights Group International,These ads ran without a disclaimer,≤100,7
103873258783846,Choicejust,These ads ran without a disclaimer,≤100,3
357444017777047,Bronson.men,These ads ran without a disclaimer,≤100,1
117113711745745,"Hangzhou, China",These ads ran without a disclaimer,≤100,2
107963099332100,Pacific Heartbeat,These ads ran without a disclaimer,≤100,1
100819142367733,Owls Veteran Pride LTD,These ads ran without a disclaimer,≤100,1
118268630015057,Національний ЛГБТІ-консорціум,These ads ran without a disclaimer,≤100,1
162026603851694,Colton James,These ads ran without a disclaimer,≤100,2
102979778136750,Hym,These ads ran without a disclaimer,≤100,1
102783605860386,Taniya,These ads ran without a disclaimer,≤100,1
605160869529864,Fermen.to,These ads ran without a disclaimer,≤100,1
811297392239799,Life at Meta,These ads ran without a disclaimer,≤100,1
351671375760473,The GCCA,These ads ran without a disclaimer,≤100,2
1102131306503756,مركز أصول العالمي - Osoul Global Center,These ads ran without a disclaimer,≤100,1
114320417920482,Discover Jiaojiang,These ads ran without a disclaimer,≤100,1
105418708093600,Новое образование,These ads ran without a disclaimer,≤100,2
1226705167494708,Jomo & Charmaine,These ads ran without a disclaimer,≤100,1
883562915310588,keisha_maew,These ads ran without a disclaimer,≤100,1
911162865638853,HMH Art Gallery Mallorca,These ads ran without a disclaimer,≤100,1
104537315193982,COP26 Accommodation,These ads ran without a disclaimer,≤100,2
105958935270880,Ignitation DNA Motivation,These ads ran without a disclaimer,≤100,1
105538155505026,Smart doc,These ads ran without a disclaimer,≤100,8
114856010640404,James Altucher Podcast,These ads ran without a disclaimer,≤100,1
106788517607557,Today Job,These ads ran without a disclaimer,≤100,1
92288319748,Global Peace Index,These ads ran without a disclaimer,≤100,1
816582735098905,CMG Media - 씨엠지미디어,These ads ran without a disclaimer,≤100,3
156342394395083,Marianne Skjelbred Art,These ads ran without a disclaimer,≤100,1
107391947738847,Furniturelv-03,These ads ran without a disclaimer,≤100,1
104363452271556,D456,These ads ran without a disclaimer,≤100,2
125722314142201,Campaign Asia-Pacific,These ads ran without a disclaimer,≤100,2
402685743676956,E-Volve Energy,These ads ran without a disclaimer,≤100,1
121307931254043,Econlib,These ads ran without a disclaimer,≤100,1
234735383248756,Hotbloxxmedia ProductionHouse,These ads ran without a disclaimer,≤100,2
564489804248016,Biker lives matter,These ads ran without a disclaimer,≤100,2
107526744289597,Henson Shaving,These ads ran without a disclaimer,≤100,1
111489434049215,Sueñovela amante,These ads ran without a disclaimer,≤100,2
172804239431329,Élan,These ads ran without a disclaimer,≤100,1
109914781720450,Exemplifyt,These ads ran without a disclaimer,≤100,2
100974646256347,Jc-23,These ads ran without a disclaimer,≤100,1
108947298309629,Dreamsbirds.us,These ads ran without a disclaimer,≤100,2
101793384909741,alexanderdullforce,These ads ran without a disclaimer,≤100,3
101243125096781,Nautilus Ocean,These ads ran without a disclaimer,≤100,2
100607885404439,Health & Wellness News - Magazine,These ads ran without a disclaimer,≤100,1
115619300086317,"Smart Translator - OCR, photo-1",These ads ran without a disclaimer,≤100,1
104991431767469,We Love Dogs,These ads ran without a disclaimer,≤100,4
152879306925,Middle East Monitor,These ads ran without a disclaimer,≤100,2
116310160212997,Dairy Processing,These ads ran without a disclaimer,≤100,1
115994963577346,Washed,These ads ran without a disclaimer,≤100,5
109075648746063,e_pic_artfusion,These ads ran without a disclaimer,≤100,1
100296898844513,Beste Investeringen1,These ads ran without a disclaimer,≤100,1
102492638552255,Tails Scales and Beyond,These ads ran without a disclaimer,≤100,1
106190745640983,MrSilly,These ads ran without a disclaimer,≤100,2
100769392869544,Clearlove001,These ads ran without a disclaimer,≤100,1
148361108591936,Casetify,These ads ran without a disclaimer,≤100,1
415725088820655,Tone Junkie TV,These ads ran without a disclaimer,≤100,1
100377135864377,𝓜𝓪𝓷𝓿𝓮𝓮𝓷 𝓚𝓸𝓱𝓵𝓲,These ads ran without a disclaimer,≤100,1
215479992305641,Becoming Young,These ads ran without a disclaimer,≤100,1
111057444807804,Kaeā Skincare,These ads ran without a disclaimer,≤100,2
240984396041773,Java Mountain Coffee,These ads ran without a disclaimer,≤100,1
100641699489141,0923_bt,These ads ran without a disclaimer,≤100,1
1876712492558260,A Girl Who Prays/Women on Watch-WOW-,These ads ran without a disclaimer,≤100,1
1457390101171241,The C.H. Douglas Institute,These ads ran without a disclaimer,≤100,1
1183996195056831,Sentient,These ads ran without a disclaimer,≤100,1
110610363683086,Young Blood - Men's Mental Health,These ads ran without a disclaimer,≤100,2
380619941302,SanLucar,These ads ran without a disclaimer,≤100,1
101352349135054,Vernon Bateman,These ads ran without a disclaimer,≤100,2
109914394635268,Engnb Life,These ads ran without a disclaimer,≤100,1
107356627310895,Unified Xevera Mabalacat,These ads ran without a disclaimer,≤100,1
105477242113665,Nov Reading,These ads ran without a disclaimer,≤100,1
525989294233634,Discover Ningxia,These ads ran without a disclaimer,≤100,1
102944545847388,Innerflo Therapy,These ads ran without a disclaimer,≤100,1
105310261841025,Egetours Travel Agency,These ads ran without a disclaimer,≤100,1
499861370217335,Heroic Hearts Org,These ads ran without a disclaimer,≤100,2
329326600456773,World Sepsis Day,These ads ran without a disclaimer,≤100,1
110903018170553,inna_tliashinova,These ads ran without a disclaimer,≤100,1
1690605901225622,The Spectator Australia,These ads ran without a disclaimer,≤100,1
101202352602558,Syncbox,These ads ran without a disclaimer,≤100,1
102452782623476,Funny Ent,These ads ran without a disclaimer,≤100,1
365141620887556,The Secret Life of Skin,These ads ran without a disclaimer,≤100,1
102286385642222,Oky Period Tracker,These ads ran without a disclaimer,≤100,2
130945296934084,Trina Solar,These ads ran without a disclaimer,≤100,1
210439572404391,Geistlich Dental,These ads ran without a disclaimer,≤100,3
143805629001433,Bvn_tv,These ads ran without a disclaimer,≤100,2
551910338666108,Tomo,These ads ran without a disclaimer,≤100,2
107469747736566,le_royalrevenge,These ads ran without a disclaimer,≤100,1
110304924585889,The Searial Cleaners,These ads ran without a disclaimer,≤100,1
320764908366958,诛仙-中国第一仙侠手游,These ads ran without a disclaimer,≤100,1
105536801997290,Celia Oliveira,These ads ran without a disclaimer,≤100,5
177706515594669,Azimut Yachts,These ads ran without a disclaimer,≤100,2
618556631575687,SafeDNS,These ads ran without a disclaimer,≤100,1
103950772089766,The Goat Vibe,These ads ran without a disclaimer,≤100,1
100754485094950,Siemens Energy,These ads ran without a disclaimer,≤100,1
100892779250460,Mis Reading,These ads ran without a disclaimer,≤100,1
179421405524768,Economy Rent a Car,These ads ran without a disclaimer,≤100,3
1217026561767582,Boloroo's Yoga Blog,These ads ran without a disclaimer,≤100,1
146853612068126,All-Energy,These ads ran without a disclaimer,≤100,1
212428362170262,"NGO & Civil Society Center, Asian Development Bank ADB",These ads ran without a disclaimer,≤100,2
1182128755219778,Japan Forward,These ads ran without a disclaimer,≤100,1
197258130355494,Henry Bugalho,These ads ran without a disclaimer,≤100,1
100168528978115,It's Time to Chill,These ads ran without a disclaimer,≤100,1
1410602822576660,Finamatrix.NET,These ads ran without a disclaimer,≤100,1
2203707879888727,Waqar Rizvi,These ads ran without a disclaimer,≤100,1
105946800761689,Dare to Know,These ads ran without a disclaimer,≤100,1
230704831202961,Tipsy Nerds Book Club,These ads ran without a disclaimer,≤100,2
112535007141216,"Football is My Drug, Barcelona is My Dealer",These ads ran without a disclaimer,≤100,1
100776741661200,ParaU-android-N1,These ads ran without a disclaimer,≤100,1
531176013679261,Angelika Wątor,These ads ran without a disclaimer,≤100,1
1185998071440397,Screenshot,These ads ran without a disclaimer,≤100,2
436114526402434,HiiL,These ads ran without a disclaimer,≤100,1
110099321973042,Trois-02,These ads ran without a disclaimer,≤100,1
100105602334134,Pure Perfection,These ads ran without a disclaimer,≤100,1
128985777176957,Church Life Journal,These ads ran without a disclaimer,≤100,7
13581348916,Premier Guitar,These ads ran without a disclaimer,≤100,1
2031687473757127,ViSh Paintings,These ads ran without a disclaimer,≤100,1
105252884860384,Best Projects,These ads ran without a disclaimer,≤100,1
1184644891706328,Unsustainable,These ads ran without a disclaimer,≤100,1
318711818130,Boot Camp Digital,These ads ran without a disclaimer,≤100,1
1569456826418011,MyCoach,These ads ran without a disclaimer,≤100,1
432925034226926,Mid-term election,These ads ran without a disclaimer,≤100,1
103316195319659,CG Vi25 Green,These ads ran without a disclaimer,≤100,1
36922302396,Nokia,These ads ran without a disclaimer,≤100,1
100342172628851,Project Management Develot,These ads ran without a disclaimer,≤100,1
2226402377631572,יד ושם רשות הזיכרון לשואה ולגבורה,These ads ran without a disclaimer,≤100,1
212341778889162,Dev Crawford,These ads ran without a disclaimer,≤100,1
106736612718777,The Wombles,These ads ran without a disclaimer,≤100,2
107623411651119,Just Vibing,These ads ran without a disclaimer,≤100,1
24218963270,GreenBiz.com,These ads ran without a disclaimer,≤100,2
106419521464413,Beautiful Trends Today Updates,These ads ran without a disclaimer,≤100,1
110697974746755,George E Well's Planet,These ads ran without a disclaimer,≤100,1
1469752156670918,Youth China,These ads ran without a disclaimer,≤100,1
183334359054776,I Want One,These ads ran without a disclaimer,≤100,1
106587058620218,Nini Reading,These ads ran without a disclaimer,≤100,2
105479874623560,Zayed Award For Human Fraternity,These ads ran without a disclaimer,≤100,1
207873229565329,Seaver,These ads ran without a disclaimer,≤100,1
1523302867982393,AdStackers,These ads ran without a disclaimer,≤100,3
106497154172342,China Huaneng Group,These ads ran without a disclaimer,≤100,1
107977331797625,My New Trends,These ads ran without a disclaimer,≤100,1
100130275330562,Planet Policy Pals,These ads ran without a disclaimer,≤100,1
1714579138857138,Scuba Diver Magazine,These ads ran without a disclaimer,≤100,2
107726931747049,Dino read,These ads ran without a disclaimer,≤100,3
109109680507464,NYC Media Lab,These ads ran without a disclaimer,≤100,2
122872567795565,Sherwood Protective Apparel,These ads ran without a disclaimer,≤100,1
2354017254707192,Learning English with Oxford,These ads ran without a disclaimer,≤100,2
615719431920955,Stylin Chic Hair Boutique Cc,These ads ran without a disclaimer,≤100,1
2256082751338463,Media Awareness,These ads ran without a disclaimer,≤100,1
118220611666850,Audioteka.lt,These ads ran without a disclaimer,≤100,1
459858467436599,ATL All Day,These ads ran without a disclaimer,≤100,1
133945616646913,RioOnWatch.org,These ads ran without a disclaimer,≤100,5
106627097576017,Chimpsters.com,These ads ran without a disclaimer,≤100,1
328969647283468,Forever Changed,These ads ran without a disclaimer,≤100,1
116047714730067,The Happy Hive,These ads ran without a disclaimer,≤100,2
106983891952270,Deep Wallpaper-wei316,These ads ran without a disclaimer,≤100,1
118417294859412,Lakehead University Student Union (LUSU),These ads ran without a disclaimer,≤100,1
111886840611792,How Smart Are You Today?,These ads ran without a disclaimer,≤100,1
105584037974899,Yoyofurniture1,These ads ran without a disclaimer,≤100,1
103808988965387,julianvreeling,These ads ran without a disclaimer,≤100,1
7724542745,Manchester United,These ads ran without a disclaimer,≤100,1
103506595094796,Xiamen King Day International Corporation,These ads ran without a disclaimer,≤100,1
108668965172534,Hyper Modernity,These ads ran without a disclaimer,≤100,2
326770580739640,Tikkun Global,These ads ran without a disclaimer,≤100,1
111827148225737,Mauricio Leite,These ads ran without a disclaimer,≤100,1
1592983857598216,China Eastern Airlines,These ads ran without a disclaimer,≤100,1
142090264548,David Wilcock,These ads ran without a disclaimer,≤100,1
103910519120297,Celebri-tea,These ads ran without a disclaimer,≤100,1
371170582920441,That Sweet Roar,These ads ran without a disclaimer,≤100,1
1397405843841104,Ines de la Fressange Paris,These ads ran without a disclaimer,≤100,1
560785970740685,World Obstacle - Fédération Internationale de Sports d'Obstacles,These ads ran without a disclaimer,≤100,1
286094071469577,VINCI Energies,These ads ran without a disclaimer,≤100,2
142527614613695,twowildwomen,These ads ran without a disclaimer,≤100,1
1674399569464911,Joseph Daniel,These ads ran without a disclaimer,≤100,1
112783853798826,mojotheghost,These ads ran without a disclaimer,≤100,1
1289843507717324,Youth for Asia,These ads ran without a disclaimer,≤100,2
342673913022,Da Deputy,These ads ran without a disclaimer,≤100,1
109245695276531,Kate Brown,These ads ran without a disclaimer,≤100,1
105258061826172,Clover Coy,These ads ran without a disclaimer,≤100,1
1890348901223328,Zenith Immigration,These ads ran without a disclaimer,≤100,1
100949565619381,Hedon spa and hotel,These ads ran without a disclaimer,≤100,1
310080385823280,Иммигрант Инвест,These ads ran without a disclaimer,≤100,1
1571889726417878,Humans of Kiribati,These ads ran without a disclaimer,≤100,1
380130412330537,Artist Saldivar del Pino,These ads ran without a disclaimer,≤100,2
354348938764972,The Tarim Network,These ads ran without a disclaimer,≤100,1
102096062812204,Magic1420-02,These ads ran without a disclaimer,≤100,3
110641184439585,Black Dollar US,These ads ran without a disclaimer,≤100,4
104789431213790,Qlearing.com,These ads ran without a disclaimer,≤100,1
105761740962196,Empire Diaries,These ads ran without a disclaimer,≤100,1
1690657194589476,TTDeye,These ads ran without a disclaimer,≤100,1
109488208012005,Engin MPXO,These ads ran without a disclaimer,≤100,1
101126222481069,Eat-It,These ads ran without a disclaimer,≤100,1
114163440337261,Maria & Craig,These ads ran without a disclaimer,≤100,1
901011033336524,Paper Planery,These ads ran without a disclaimer,≤100,1
169319073612627,Concourse Global,These ads ran without a disclaimer,≤100,4
569834799727730,National Grid UK,These ads ran without a disclaimer,≤100,2
2238793973101135,Leonardo Ferraz,These ads ran without a disclaimer,≤100,1
18964919915,Met Council,These ads ran without a disclaimer,≤100,1
167816753267796,SaferWholesaleCom,These ads ran without a disclaimer,≤100,1
769095856453652,Axel Arigato,These ads ran without a disclaimer,≤100,1
126166480762310,SelectScience,These ads ran without a disclaimer,≤100,2
1490336211217327,AudioPhix,These ads ran without a disclaimer,≤100,1
101056649075799,丁丁的lens,These ads ran without a disclaimer,≤100,4
105508245245340,olya_valerie,These ads ran without a disclaimer,≤100,1
30954968553,Smithsonian’s National Museum of the American Indian,These ads ran without a disclaimer,≤100,1
101741082553401,Taiwan樂購鋪,These ads ran without a disclaimer,≤100,1
114279638592765,Bearsville Theater,These ads ran without a disclaimer,≤100,1
104109455416116,goodfoodforall_sdgs,These ads ran without a disclaimer,≤100,1
