Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100,1
34440108608,Net Impact,These ads ran without a disclaimer,≤100,25
100827522586160,المبادره التونسيه للعماله,These ads ran without a disclaimer,≤100,3
207926999069924,Bornia Mosbah,These ads ran without a disclaimer,≤100,2
164344500263690,Beijing Review,These ads ran without a disclaimer,≤100,1
104329515213947,Tfarhida events & service,These ads ran without a disclaimer,≤100,1
101956259655462,ABG GHOU,These ads ran without a disclaimer,≤100,1
104053945006052,تنوين بودكاست,These ads ran without a disclaimer,≤100,1
402374586906969,DKT WomanCare Global,These ads ran without a disclaimer,≤100,1
105056221411280,Zauhran Jewellery,These ads ran without a disclaimer,≤100,1
2552060571686733,Novakid Polska,These ads ran without a disclaimer,≤100,2
1061420730573798,Sinopec,These ads ran without a disclaimer,≤100,20
102878304613665,Global Heroes,These ads ran without a disclaimer,≤100,9
100444065759459,The Renata,These ads ran without a disclaimer,≤100,3
11055104471,ONE,These ads ran without a disclaimer,≤100,1
108457230808693,Hitachi Cooling & Heating MEA,These ads ran without a disclaimer,≤100,2
320197208449462,Allnews,These ads ran without a disclaimer,≤100,5
360424321432255,Doha Debates,These ads ran without a disclaimer,≤100,5
101978933230493,DHL,These ads ran without a disclaimer,≤100,2
147702172102998,Honeywell,These ads ran without a disclaimer,≤100,3
104015971275226,Shop Thời Trang Vy Vy,These ads ran without a disclaimer,≤100,1
100417379468020,Agronomy MDPI,These ads ran without a disclaimer,≤100,14
102380271941563,antekczeluski,These ads ran without a disclaimer,≤100,1
105686442303512,CTGI,These ads ran without a disclaimer,≤100,9
422898847759660,CGTN Africa,These ads ran without a disclaimer,≤100,3
132691419928632,Mahmoud Cherif,These ads ran without a disclaimer,≤100,1
105223675880662,نادي القضاة الموريتانيين,These ads ran without a disclaimer,≤100,2
112192618387440,مكرم الحنافي,These ads ran without a disclaimer,≤100,1
1407316266166963,Jetcraft,These ads ran without a disclaimer,≤100,1
102818085747915,itssaa3ada,These ads ran without a disclaimer,≤100,1
111132448717824,meriembenamorofficial,These ads ran without a disclaimer,≤100,1
230716317121622,École Canadienne de Tunis - ECT,These ads ran without a disclaimer,≤100,1
937241943091043,China Focus,These ads ran without a disclaimer,≤100,4
122466425961,Toward Freedom,These ads ran without a disclaimer,≤100,4
103096928451939,Lucia studio,These ads ran without a disclaimer,≤100,7
0,Instagram User 7264814361,These ads ran without a disclaimer,≤100,4
450447932399766,Krystasl Store US,These ads ran without a disclaimer,≤100,3
506471762778103,Haut Commissariat aux Droits de l'Homme en Tunisie,These ads ran without a disclaimer,≤100,1
106452802004443,Anambra digital centre intl,These ads ran without a disclaimer,≤100,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,13
384966958303750,وكالة انباء الشعب التونسي,These ads ran without a disclaimer,≤100,1
101560635421291,DiverCite.be,These ads ran without a disclaimer,≤100,4
118618566141,Vaisala,These ads ran without a disclaimer,≤100,4
101034006287116,MDPI Books,These ads ran without a disclaimer,≤100,3
1501134540108995,LEAD Tunisia,These ads ran without a disclaimer,≤100,1
106781438758892,IDEAs - Africa Network - IDAN,These ads ran without a disclaimer,≤100,1
1590877284560136,Patti Harris,These ads ran without a disclaimer,≤100,6
312127148896464,BRITA France,These ads ran without a disclaimer,≤100,3
113499734436570,الدكتور محمد السهيلي,These ads ran without a disclaimer,≤100,1
113608008709874,Hotel Villa Real,These ads ran without a disclaimer,≤100,4
759660000745866,CC Studio,These ads ran without a disclaimer,≤100,3
100941068468918,شبكة تونس الخضراء- Réseau Tunisie Verte,These ads ran without a disclaimer,≤100,1
195457563804483,Meezan Bank Limited,These ads ran without a disclaimer,≤100,1
451256781884275,Klondike Adventures,These ads ran without a disclaimer,≤100,1
128985777176957,Church Life Journal,These ads ran without a disclaimer,≤100,8
1164694603562682,FastTony,These ads ran without a disclaimer,≤100,2
119257941437791,Allianz Care,These ads ran without a disclaimer,≤100,1
1798739933672194,وزارة الإعلام,These ads ran without a disclaimer,≤100,3
101190992007863,BizInsight with Guan Xin,These ads ran without a disclaimer,≤100,4
794252584275649,Mostafa Ashraf - مصطفى أشرف,These ads ran without a disclaimer,≤100,3
110757258597421,كلٌنا متآمرون,These ads ran without a disclaimer,≤100,1
161303029020,IOM - UN Migration,These ads ran without a disclaimer,≤100,3
104119542473088,Kylin Studio,These ads ran without a disclaimer,≤100,1
109534787605542,Mohammed Al-Issa محمد العيسى,These ads ran without a disclaimer,≤100,2
107462498688908,571609264459437,These ads ran without a disclaimer,≤100,1
21591025194,The University of Melbourne,These ads ran without a disclaimer,≤100,5
105053078622561,rydertayem,These ads ran without a disclaimer,≤100,1
499912690182383,Association Arkane :  Arkane Afrika,These ads ran without a disclaimer,≤100,2
605160869529864,Fermen.to,These ads ran without a disclaimer,≤100,1
2371071496554597,La Vérité,These ads ran without a disclaimer,≤100,1
2309448245771586,Global Center on Adaptation,These ads ran without a disclaimer,≤100,1
107887228538165,UAsfera,These ads ran without a disclaimer,≤100,7
287024245298796,Digital Austria,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,3
1616771248568056,اتحاد المغرب العربيUnion du Maghreb arabe,These ads ran without a disclaimer,≤100,1
167018946648283,Arab Health,These ads ran without a disclaimer,≤100,1
149572951788851,Quotidien du Peuple,These ads ran without a disclaimer,≤100,4
524937407878694,Sultan de Conakry,These ads ran without a disclaimer,≤100,1
479056685476395,T1International,These ads ran without a disclaimer,≤100,3
139834582550603,Airport Contraband Police,These ads ran without a disclaimer,≤100,1
194824897244836,Zayed Sustainability Prize,These ads ran without a disclaimer,≤100,4
189232005248268,CTG,These ads ran without a disclaimer,≤100,24
6756153498,Mike Bloomberg,These ads ran without a disclaimer,≤100,2
102251542424663,Dellford international University,These ads ran without a disclaimer,≤100,2
325242907600207,CRI Srpski,These ads ran without a disclaimer,≤100,5
561621407326339,ReamD,These ads ran without a disclaimer,≤100,1
312529858600990,Imen.Meftah,These ads ran without a disclaimer,≤100,1
985941914897240,قناة الشرق,These ads ran without a disclaimer,≤100,3
745249792219635,"Toni Menges - Travel, Gourmet & Lifestyle",These ads ran without a disclaimer,≤100,1
0,Instagram User 3710264261,These ads ran without a disclaimer,≤100,2
1010847105623136,NowThis Earth,These ads ran without a disclaimer,≤100,3
100342762418085,Blessing Light’ngozi,These ads ran without a disclaimer,≤100,3
203857292983532,AviationCV.com,These ads ran without a disclaimer,≤100,9
591172804236907,DisasterReady,These ads ran without a disclaimer,≤100,1
222308671116355,International Higher Education Teaching and Learning Association,These ads ran without a disclaimer,≤100,5
100353943448535,Madi Al Khamees,These ads ran without a disclaimer,≤100,1
1916089122019862,الشباب التونسي,These ads ran without a disclaimer,≤100,1
102241316165270,Una finestra aperta,These ads ran without a disclaimer,≤100,6
100537965761371,Elojob grind,These ads ran without a disclaimer,≤100,1
102938748936839,ram.rihan,These ads ran without a disclaimer,≤100,9
597859916903978,Nomad Africa Magazine,These ads ran without a disclaimer,≤100,2
181628585252356,فرهد روحك,These ads ran without a disclaimer,≤100,1
104785648196738,wonderliveapp,These ads ran without a disclaimer,≤100,1
101474672367263,YouthxYouth,These ads ran without a disclaimer,≤100,3
852370551453606,GARP,These ads ran without a disclaimer,≤100,2
178674135334159,Parrot: AI Voice Generator,These ads ran without a disclaimer,≤100,1
107615044294219,ammaraloul,These ads ran without a disclaimer,≤100,2
109955661542486,Coin Arab News - CAN,These ads ran without a disclaimer,≤100,1
157559467655666,Palesztin Állam Nagykövetsége - Budapest   سفارة دولة فلسطين لدى المجر,These ads ran without a disclaimer,≤100,12
113344040074766,My Daily Grub,These ads ran without a disclaimer,≤100,1
104637522179590,Defense Committee Of Dean Abderrazak Kilani,These ads ran without a disclaimer,≤100,1
315543515306,Jing Daily,These ads ran without a disclaimer,≤100,2
108664601395259,وطـن - Watan Tv,These ads ran without a disclaimer,≤100,9
414718878625776,Hackster.io,These ads ran without a disclaimer,≤100,1
100797858323322,World Bank Philippines,These ads ran without a disclaimer,≤100,3
100820255934433,AWS Startups,These ads ran without a disclaimer,≤100,2
7268844551,Rotary International,These ads ran without a disclaimer,≤100,4
100934436159022,Muayad Jumah Rimawi,These ads ran without a disclaimer,≤100,2
105812628046929,VirtualRunners Global,These ads ran without a disclaimer,≤100,22
105485904763958,المصيدة,These ads ran without a disclaimer,≤100,17
265312790496939,OSP Wola Prażmowska,These ads ran without a disclaimer,≤100,1
11142310777,DuckDuckGo,These ads ran without a disclaimer,≤100,3
167878593236712,UNICEF en español,UNICEF,≤100,19
1017490151713022,ICOM General Conference,These ads ran without a disclaimer,≤100,3
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,≤100,22
103344161586968,SciDev.Net Édition Francophone,These ads ran without a disclaimer,≤100,7
860384980759817,MrWish6000,These ads ran without a disclaimer,≤100,5
116749001332228,Dua Healing,These ads ran without a disclaimer,≤100,8
101624968413896,mohd_al_taher,These ads ran without a disclaimer,≤100,1
101047392638517,therealjerryedmond,These ads ran without a disclaimer,≤100,1
109872218653593,American SolarX,These ads ran without a disclaimer,≤100,1
714631765241932,CRIbangla,These ads ran without a disclaimer,≤100,1
105962834688766,Lea Kotche femme Leader.,These ads ran without a disclaimer,≤100,6
1493567810946998,Dr. Mahmoud Al-Habbash - د. محمود الهباش,These ads ran without a disclaimer,≤100,4
1900800823515740,نور الدين عبدالحافظ,These ads ran without a disclaimer,≤100,5
114117578656259,African Business,These ads ran without a disclaimer,≤100,4
252749124591010,Mohamed Elmay - Free Palestine,These ads ran without a disclaimer,≤100,3
101638115287923,Modern Dawah,These ads ran without a disclaimer,≤100,5
102095034867607,Jeem Noon جيم نون,These ads ran without a disclaimer,≤100,2
107093618288686,Omar Awbu,These ads ran without a disclaimer,≤100,3
530305363827156,UNLEASH,These ads ran without a disclaimer,≤100,11
589913688039969,Michigan Online,These ads ran without a disclaimer,≤100,3
282819855919333,Faso Attiéké,These ads ran without a disclaimer,≤100,4
106448170830629,عندما تأتي الخطة ب أولاً,These ads ran without a disclaimer,≤100,16
110668001256069,Baba Cups,These ads ran without a disclaimer,≤100,1
185139171667,Daymond John,These ads ran without a disclaimer,≤100,5
118160497969776,GrantLab,These ads ran without a disclaimer,≤100,1
1048215361885037,معرض الكانتون,These ads ran without a disclaimer,≤100,3
107456092166804,Ahmad A Musleh,These ads ran without a disclaimer,≤100,2
115994901463726,Najib Alaoui,These ads ran without a disclaimer,≤100,2
102698225749295,Histoire de Sidi Bouzid,These ads ran without a disclaimer,≤100,2
101275796146410,Hossam Labash,These ads ran without a disclaimer,≤100,1
103203742445632,Amos Healthcare,These ads ran without a disclaimer,≤100,3
102839468523186,APEX อันดับหนึ่งเลเซอร์ขน,These ads ran without a disclaimer,≤100,2
177761502350452,Cirad - La recherche agronomique pour le développement,These ads ran without a disclaimer,≤100,1
100341782709319,Global Economy 2022,These ads ran without a disclaimer,≤100,1
